# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.8922396    0.028466265      3.4310266    0.025120667      4.3458629    0.032047326
            0.2      11.235695    0.048278391       9.913598    0.042657698      12.526565    0.054389016
            0.4      18.044575    0.061041068      15.924747    0.053948701      20.100839    0.068749153
            0.6      23.830148    0.069988235       21.04337    0.062778268      26.515712    0.081715736
            0.8      29.182988    0.077305114      25.757955    0.068337757      32.483858     0.08700629
              1      34.153123    0.083494181      30.149733     0.07378671      37.996396    0.094013827
            1.2      38.877288    0.088909239       34.34374    0.078664263       43.19011     0.10012754
            1.4      44.434775    0.094913329      39.242997    0.083891597      49.372952      0.1066633
            1.6      50.868354     0.10133415      44.957973    0.089635858      56.444425     0.11391463
            1.8      59.155205     0.10903767      52.311847     0.09703187      65.563636     0.12469163
              2      70.861159     0.11897795      62.724993      0.1054862      78.414169     0.13363909
            2.2      88.828599     0.13261936      78.722519      0.1177006      98.118484     0.14858889
            2.4      117.11616     0.15120844      103.95747     0.13443737       129.0575     0.16921448
            2.6      169.13924     0.17946726      150.48242     0.15989844      185.76768     0.20051333
            2.8      280.49727      0.2248601      250.68845     0.20125474      306.20094     0.25004929
              3       523.9655     0.28820639      474.40191     0.26141041      562.42872     0.31920937
            3.2      294.95342     0.22981092      267.50528      0.2088181      315.83678     0.25313183
            3.4      163.46573     0.17961625       147.9006      0.1630222      175.41092      0.2584008
            3.6      98.869099     0.13951837      89.204673     0.12581107       106.4127      0.1549352
            3.8       63.09003     0.11246541      56.740676     0.10108758      68.153821     0.12649284
              4      41.492928    0.091850481      37.220115    0.082264688      44.961993     0.10265488
            4.2      28.178264    0.075887348      25.214779    0.067697779      30.619043    0.085409383
            4.4       19.74318    0.063702668      17.635358    0.056701971      21.494708    0.072132697
            4.6      13.954932     0.05360072      12.434762    0.047619511      15.242954    0.060378436
            4.8       10.07758    0.045649007      8.9644767    0.040450078      11.034812    0.051426773
              5       10.07758    0.045649007      8.9644767    0.040450078      11.034812    0.051426773
