#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      5.3714629    0.034134588      4.7797789    0.030763958      5.9577345    0.037645189
            0.2      15.463318    0.055397377      13.824163    0.049813388      17.033402    0.061228557
            0.4      24.835221    0.069570655      22.251588    0.062574566      27.255802    0.076878654
            0.6       33.20462    0.080167508      29.796731    0.072132014      36.341681    0.088511365
            0.8       40.92821    0.088873823      36.726756    0.079907256      44.770768    0.098117786
              1      48.510222    0.096775935       43.53142    0.087028569      53.031863     0.10701248
            1.2      56.721888     0.10470983      50.899889    0.094071754       61.97788     0.11572251
            1.4      66.602675     0.11349834      59.751772     0.10201463      72.752286     0.12549529
            1.6      78.999852     0.12356203      70.854856     0.11093756      86.271036     0.13644888
            1.8      96.721011      0.1365302      86.782003     0.12261324      105.49322     0.15065491
              2      120.78326     0.15212176      108.44967     0.13682795      131.48884     0.16856565
            2.2      155.82536     0.17178749      140.06338     0.15491876      169.22341     0.19033472
            2.4      206.38414     0.19590583      185.77569     0.17698821      223.41957     0.21810371
            2.6      277.97826     0.22407581      250.65465     0.20235898      299.82387     0.24674506
            2.8      367.85982     0.25283914      332.21435     0.22865488      395.38352     0.27807537
              3      410.22044      0.2651418      370.37728     0.23997226      440.53393     0.29491011
            3.2      167.63083     0.18444444       148.7124      0.1640653      184.04184      0.2668782
            3.4      74.744723      0.1248844      65.077706     0.10849946      83.990187     0.14526368
            3.6       36.48728    0.088479712      31.285963    0.075625913      41.744485     0.10505354
            3.8      18.656262    0.063825341      15.774393    0.053640837      21.685937    0.076844448
              4      9.8858935    0.046917776      8.2580787    0.038852577      11.641658    0.057428601
            4.2      5.4220039    0.035335192      4.4837187    0.028834988      6.4523064    0.043986326
            4.4      2.9735081    0.026512998      2.4371307    0.021421839      3.5689496    0.033568278
            4.6      1.6391577    0.020012513      1.3309533    0.016017957      1.9868563    0.025353652
            4.8     0.92422942    0.015578762     0.74044546    0.012246005      1.1383852    0.020289205
              5     0.92422942    0.015578762     0.74044546    0.012246005      1.1383852    0.020289205
