#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.74574489   0.0011923894     0.67110146   0.0010786808     0.81575394   0.0013088889
            360      1.6283105   0.0017290709      1.4657874   0.0015589192       1.777875   0.0019034261
            380      1.8218334   0.0018319273       1.638856   0.0016496449      1.9880003   0.0020157566
            400      1.8217731   0.0018399876      1.6382738   0.0016565776      1.9858978   0.0020226382
            420      1.7287997   0.0018022761      1.5539905    0.001621675      1.8831562   0.0019794461
            440      1.5955337   0.0017411355       1.433761   0.0015662387      1.7365284    0.001911018
            460      1.4543549   0.0016714688      1.3069571   0.0015036868      1.5808783   0.0018330517
            480       1.311415    0.001594765      1.1781543   0.0014350153      1.4245118   0.0017485813
            500      1.1756537   0.0015169374      1.0558926   0.0013640424      1.2761112   0.0016649068
            520      1.0471621    0.001437222     0.94009283   0.0012920146      1.1361551    0.001576955
            540     0.93050641   0.0013593785     0.83513489   0.0012224023      1.0089492   0.0014924259
            560     0.82665435   0.0012851871     0.74170868   0.0011553021     0.89585883   0.0014106832
            580     0.73435222   0.0012146437     0.65873403   0.0010923972     0.79533164   0.0013384904
            600     0.65152951   0.0011467798     0.58409128   0.0010302497     0.70564617   0.0012616163
            620     0.57999114    0.001084296     0.51985415  0.00097529312      0.6277921   0.0011996117
            640     0.51514723   0.0010237565     0.46150778  0.00091913351     0.55754171   0.0011325626
            660     0.45914317   0.0009680771     0.41133112  0.00086996763      0.4964574     0.00107417
            680     0.40688875  0.00091271989     0.36424961  0.00081948655     0.44009925   0.0010177615
            700     0.36386738   0.0008641125     0.32554079  0.00077442831     0.39363364  0.00096096553
            720     0.32504663  0.00081807123     0.29075483  0.00073538502     0.35141751  0.00092995258
            740     0.29098514  0.00077489083     0.26040035  0.00069645341     0.31414179  0.00087423515
            760     0.26039253  0.00073396109     0.23269417  0.00065655717      0.2815355  0.00082819515
            780     0.23242724   0.0006939903     0.20750351  0.00062818954     0.25145242   0.0008098379
            800      0.2093734  0.00065904783     0.18678831  0.00058986176     0.22664613  0.00074793769
            820     0.18828218  0.00062618285      0.1679523  0.00056030059     0.20367991  0.00073233011
            840     0.16979378  0.00059473999     0.15133484  0.00052966956     0.18381935  0.00068036337
            860     0.15245191  0.00056418965      0.1357798  0.00050172341     0.16510509  0.00064802812
            880     0.13775798    0.000536698     0.12254201  0.00047593114     0.14937512  0.00061233407
            900     0.12507997  0.00051137028     0.11132026  0.00045790914     0.13538413  0.00060188147
            920     0.11396437  0.00049257082     0.10131962  0.00044675165     0.12347963  0.00063779728
            940     0.10297348   0.0004651522    0.091415127   0.0004132198     0.11179202  0.00054211487
            960    0.092317802  0.00044098299    0.081989205  0.00039039837     0.10006744  0.00051414897
            980     0.08399408  0.00042075962     0.07444244  0.00037134032    0.091311362  0.00049107859
           1000     0.08399408  0.00042075962     0.07444244  0.00037134032    0.091311362  0.00049107859
