#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.17433066   0.0061792102     0.14274585   0.0050325606     0.21025462   0.0077456335
           -3.8      0.3169617   0.0084237734     0.26239324   0.0069077842     0.37653591    0.010590026
           -3.6     0.53276602      0.0109077      0.4428788   0.0089430887     0.63107177    0.013594267
           -3.4     0.90908684    0.014033369     0.76299048    0.011651908      1.0642828    0.017147297
           -3.2      1.5470418    0.018262848      1.3087252    0.015298652      1.7959963    0.022132706
             -3      2.5024351    0.023267465      2.1397708    0.019658298      2.8662585    0.028275667
           -2.8      3.9632875    0.029161884      3.4129103    0.024844002      4.5017601    0.034749863
           -2.6      6.1654416    0.036112916      5.3557355    0.031091768      6.9304134    0.042623201
           -2.4       9.440503    0.044385101      8.2563282    0.038566152      10.528415    0.051577429
           -2.2      14.225302    0.054256429      12.518113    0.047453866      15.753377    0.062491011
             -2      21.028355    0.065749525      18.616365    0.058297082      23.128695    0.076818512
           -1.8      30.455111    0.078389878      27.098869    0.069761382      33.306999    0.088686451
           -1.6      43.832772     0.09356392      39.169142    0.083477131      47.713652     0.10462441
           -1.4      61.597666     0.11040287      55.218132    0.098927876      66.841152     0.12272469
           -1.2      85.014682     0.12899141       76.35475     0.11614874      92.111762     0.14398686
             -1      113.83696     0.14843091      102.35585     0.13364516      123.26125      0.1641554
           -0.8       146.5896     0.16744631      131.80451     0.15068468       158.8538      0.1843892
           -0.6      180.99072     0.18498309       162.7543     0.16651974      196.20419     0.20414812
           -0.4       210.1341     0.19838677      188.89797     0.17917737      227.97478     0.22179477
           -0.2       227.1469     0.20578157      204.07045     0.18513758      246.69094      0.2274862
              0      227.52712       0.205957      204.41185     0.18538456      247.10748     0.22833194
            0.2      210.64133     0.19876709      189.23284     0.17878362      228.76067     0.21946887
            0.4      181.40928     0.18553151         163.02     0.16699067      196.86411     0.20564135
            0.6      147.29299     0.16814081      132.37801     0.15151639       159.7319     0.18700914
            0.8      114.18039     0.14892127       102.5859     0.13393846       123.7926     0.16462608
              1      85.517631     0.12961614         76.733      0.1166099      92.793989     0.14464238
            1.2      62.102095     0.11104171      55.608375    0.099398901       67.51071       0.123692
            1.4      44.115088    0.099502187      39.419548    0.089881025      48.014687     0.19955738
            1.6      30.775483    0.078971616      27.350115    0.070238229       33.72494     0.08965892
            1.8      21.231506    0.066005224       18.77042    0.058226139      23.403923    0.075702874
              2      14.400408    0.054646351      12.640236    0.047761972      16.013462    0.062823869
            2.2      9.5632381    0.044838691       8.329639    0.038790646      10.733086    0.052204825
            2.4      6.2721867    0.036537183      5.4298117    0.031475636      7.0890554    0.043035309
            2.6      4.0091295    0.029365893      3.4430334    0.024993006       4.573951    0.034848109
            2.8      2.4926215    0.023295979      2.1242784     0.01967291      2.8686236     0.02813182
              3      1.5297808    0.018251159      1.2913332    0.015274794      1.7813977    0.022423036
            3.2     0.91556998    0.014147083     0.76685559    0.011725091      1.0764006    0.017327728
            3.4     0.52438202    0.010731749      0.4358929   0.0088510861     0.62108146     0.01322756
            3.6     0.30961283   0.0083449752     0.25523594   0.0067978512     0.37038063    0.010482075
            3.8     0.16904281   0.0062241484     0.13801203   0.0050069092      0.2048305   0.0080486797
              4     0.16904281   0.0062241484     0.13801203   0.0050069092      0.2048305   0.0080486797
