#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.0017025    0.028768459      3.6021927    0.025941761      4.3223508    0.031651243
           -3.8      5.8162543    0.034623577      5.2385194    0.031203265      6.2786557    0.038009434
           -3.6      8.3281499    0.041408053      7.5053838    0.037518125       8.981749    0.046042943
           -3.4      11.832562    0.049290566       10.66404    0.044502338      12.762531     0.05420091
           -3.2      16.269541    0.057744184      14.650311    0.052077509       17.57797    0.063554938
             -3      21.979269    0.067034413      19.790057    0.060390615       23.75429      0.0737157
           -2.8      29.040984    0.076957364      26.154495    0.069461922      31.383777    0.085250972
           -2.6      37.370281    0.087062968        33.6142    0.078424165      40.472821    0.095834268
           -2.4      46.563736    0.096977203      41.865068    0.087259033      50.472683     0.10689734
           -2.2      56.352479      0.1064208      50.637948    0.095703354      61.136111     0.11736959
             -2      66.157178     0.11502925      59.420701     0.10347759      71.817695     0.12756986
           -1.8      75.704015      0.1227219      67.926128     0.11031407      82.297773     0.13606832
           -1.6      84.358827     0.12923692      75.646726     0.11597308        91.7736     0.14314304
           -1.4      90.974995     0.13401961       81.52882     0.12015206      99.028455     0.14853441
           -1.2      96.264135     0.13762324      86.240758     0.12334343      104.80421     0.15287777
             -1      99.369609     0.13970491       89.01049     0.12531634      108.18008      0.1565131
           -0.8      101.08905     0.14083296      90.458091     0.12597719      110.18522     0.15663645
           -0.6        101.551     0.14477615      90.928915     0.13022158      110.53547     0.23096628
           -0.4      101.27269      0.1409182      90.592414     0.12607298      110.38591     0.15748161
           -0.2      101.13921     0.14076996      90.450123     0.12595278      110.27839     0.15695522
              0      101.16737     0.14080039      90.501486     0.12627044      110.25277      0.1585187
            0.2      101.32829     0.14085754      90.667205     0.12650053      110.39489     0.15896685
            0.4       101.2372     0.14081029      90.580356     0.12608986      110.33346     0.15707519
            0.6      101.00104     0.14066034      90.416152     0.12617464       110.0268     0.15738402
            0.8      99.393698     0.13959218      89.007019     0.12502347      108.25145     0.15488848
              1      96.210688      0.1374935      86.210266      0.1234097      104.71258     0.15346591
            1.2      90.858381     0.13393342       81.49212     0.12015596      98.780758     0.14867301
            1.4      83.834324     0.12875969      75.224958     0.11582226      91.108058     0.14318849
            1.6      75.366045     0.12249583      67.678988     0.11053096      81.820848      0.1383111
            1.8      66.128221      0.1149081      59.423901     0.10330745      71.728999     0.12703647
              2       56.11647     0.10610269       50.47698     0.09568238      60.781815     0.11755189
            2.2      46.248112    0.096574808       41.61826    0.086965252      50.055471     0.10640954
            2.4      37.119588    0.086707887      33.420545    0.078122895      40.142719    0.095556136
            2.6      28.987868    0.076758761      26.098991    0.069182779      31.339444    0.084435619
            2.8      21.987235    0.066978088      19.799051     0.06040772      23.759922    0.073727439
              3       16.15204    0.057514857      14.561173    0.051909657      17.416364    0.063407813
            3.2      11.763251    0.049094978      10.593637    0.044273805      12.702808    0.054003611
            3.4       8.375532    0.041486334      7.5496829     0.03741664      9.0298608      0.0455081
            3.6      5.8367916    0.034642063      5.2609269    0.031239739      6.2933423    0.037981472
            3.8      4.0496557    0.028875198      3.6511601    0.026062938      4.3618973     0.03165706
              4      4.0496557    0.028875198      3.6511601    0.026062938      4.3618973     0.03165706
