#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0053732711   0.0010595535   0.0051259687   0.0010281313   0.0054931364   0.0010428979
           -3.8    0.032012263   0.0025328621     0.03045392   0.0023987738    0.032466277   0.0025582726
           -3.6     0.14638899   0.0053689716     0.13640808   0.0050043886      0.1496432   0.0054977451
           -3.4     0.48112767     0.00980821     0.44411841   0.0090316788     0.49323002    0.010116266
           -3.2      1.2642168    0.015907914      1.1661383    0.014767103      1.2978316    0.017524201
             -3      2.9804093    0.024516136      2.7345775    0.022692381      3.0991708    0.027096287
           -2.8      6.0389962     0.03496687      5.5078926    0.031897742      6.3564442    0.037802197
           -2.6      11.015501     0.04727511       10.02567    0.043009307       11.65921    0.051441083
           -2.4      17.990785    0.060401901      16.330075    0.054857904      19.154215    0.065802744
           -2.2      27.819984    0.074999617      25.176817     0.06792582      29.791752    0.082033526
             -2      39.988929    0.089760746      36.142981    0.081263125      42.941708    0.098937636
           -1.8      54.376238     0.10439967      49.015543    0.094251372      58.661296     0.11509991
           -1.6      70.913061     0.11880594      63.819787     0.10701885      76.713853     0.13113739
           -1.4       88.21135     0.13202275      79.231834     0.11873667      95.713209     0.14632502
           -1.2      105.93844     0.14418776      94.987775     0.12938783      115.24086     0.15987417
             -1      123.06239      0.1548328      110.24436     0.13886182      134.03684     0.17275454
           -0.8      138.65165      0.1637463      124.05261     0.14653943      151.27727     0.18216037
           -0.6      150.95474     0.17350044      135.01181     0.15576097      164.74204     0.25448802
           -0.4      159.82202     0.17501853      142.82226     0.15643612      174.64035     0.19528643
           -0.2      164.31102     0.17726264      146.75388     0.15843485      179.68022     0.19783715
              0      164.42388     0.17730316      146.88657     0.15868027      179.73973     0.19886467
            0.2      159.71629     0.17490297      142.74407     0.15679958      174.48027     0.19674239
            0.4      150.75347     0.17021569      134.77199     0.15227739      164.65592     0.18954797
            0.6      138.49588     0.16353288      123.94366     0.14659935      151.05537     0.18250724
            0.8      123.06005     0.15469107       110.2672     0.13875529      133.97852     0.17210905
              1      105.74517     0.14395112      94.906271     0.12952436      114.86005     0.16047829
            1.2      87.929784     0.13181661      79.011227     0.11853658      95.349783     0.14593634
            1.4      70.332869      0.1183427      63.350856     0.10713963      75.973563     0.13344857
            1.6      54.377312     0.10429817      49.074969    0.094154556      58.555513     0.11479226
            1.8      39.661695    0.089269931      35.866547    0.080865818      42.550977     0.09835278
              2      27.503062    0.074476753      24.922936    0.067565135      29.389011    0.081513976
            2.2      18.016877    0.060347412      16.369215    0.054855105      19.153893    0.066243764
            2.4      10.915025    0.046961718      9.9326378    0.042741939      11.553214    0.051080786
            2.6      5.9589028    0.034661696      5.4448805    0.031664913      6.2501832    0.037596757
            2.8      2.9577509    0.024372383      2.7099253    0.022339177        3.08058    0.026332607
              3      1.2681975    0.015912617      1.1662472     0.01461337      1.3096197    0.017031731
            3.2      0.4744665    0.009694265     0.44081009   0.0089881094     0.48408173   0.0099350023
            3.4     0.14599161   0.0053171998     0.13811589   0.0050649468      0.1483498   0.0054229175
            3.6    0.032802987   0.0025491604    0.030132419   0.0025298362    0.032963385   0.0025653855
            3.8   0.0055583927   0.0010384232    0.005284596  0.00099336228   0.0055882407   0.0010467007
              4   0.0055583927   0.0010384232    0.005284596  0.00099336228   0.0055882407   0.0010467007
