#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      3.2897765    0.027030004       2.930269    0.024434277      3.6415241    0.029671868
            0.2      9.6236603    0.043949615      8.5891542    0.039488788      10.619937    0.048614486
            0.4      15.855855    0.056024639      14.173668    0.050368641      17.450746    0.061932454
            0.6      22.080704    0.065858226      19.766791    0.059233368      24.242179    0.072774402
            0.8      28.322448    0.074482181      25.386031    0.066990265      31.031802    0.082194636
              1      35.104203    0.082784869         31.487    0.074528644      38.404302     0.09145303
            1.2      42.703904    0.091234857       38.32892    0.082075762      46.657426     0.10052651
            1.4      52.144216     0.10070517      46.854331    0.090670884      56.843677     0.11079481
            1.6      64.034569     0.11146826      57.578903     0.10052549      69.695297     0.12269506
            1.8      80.208594     0.12454004      72.179566     0.11224978      87.140672     0.13669917
              2      102.82063     0.14056378      92.622228     0.12681812       111.4518     0.15404526
            2.2      135.16623     0.16035937      121.88951     0.14529135      146.14398     0.17758683
            2.4      181.83469     0.18450646      164.17793     0.16727962      196.03154     0.20462137
            2.6      248.59483     0.21293971      224.80841     0.19294502      267.06302     0.23355491
            2.8       335.0412     0.24276461      303.41663     0.22016348      358.72014     0.26574041
              3      387.80395     0.25855583      351.14841     0.23472601      414.85936     0.28612546
            3.2      202.09144     0.19623952       180.6111     0.17533751       220.1189     0.22009182
            3.4      119.96615     0.15471672      105.97422      0.1365307      132.75238     0.17607693
            3.6      78.273296     0.12649626       68.52614     0.11059549      87.664742     0.14570024
            3.8       53.13898     0.10509722      46.170268    0.091043031      60.114322     0.12190928
              4      36.723201    0.093658884      31.755067    0.082173417      41.773559     0.19830833
            4.2      25.740115    0.073725628      22.077746    0.063027533      29.605645    0.086933835
            4.4      18.370041    0.062489732      15.683166    0.053066463      21.251854    0.074184796
            4.6      13.026641    0.052708661       11.07354    0.044508286      15.145231    0.063175342
            4.8       9.429713    0.044914288      7.9807088    0.037740741      11.021891    0.054142988
              5       9.429713    0.044914288      7.9807088    0.037740741      11.021891    0.054142988
