#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.968346     0.06636844      18.751576     0.05925207      22.863861    0.073901193
            0.2      58.449309     0.10945717      52.286163     0.09788794      63.714937     0.12186462
            0.4      86.188772     0.13164803      77.177262     0.11782824      93.823143     0.14646833
            0.6      103.83871     0.14350323      93.005793     0.12851611      113.02263     0.15938785
            0.8      113.75393     0.14952096      101.96145     0.13447258      123.69532     0.16708474
              1      119.98742     0.15319473       107.5268     0.13728245      130.54155     0.16973214
            1.2      124.15128      0.1554023      111.28303     0.13938311      135.03978     0.17235145
            1.4      128.00144     0.15754483      114.72053     0.14137608      139.26992     0.17476636
            1.6      133.73206     0.16075935      119.86676     0.14473731      145.50466     0.17990638
            1.8      141.17854      0.1648808      126.55671     0.14847827      153.61147     0.18544098
              2      151.50641     0.17043041      135.84166     0.15308173      164.84455     0.18891607
            2.2      165.89233     0.17772352      148.77103     0.15973685      180.48711     0.19751458
            2.4      184.56181     0.18656438      165.63025     0.16791125      200.61618     0.20708331
            2.6      206.77768     0.19626844      185.77769     0.17659997      224.41288     0.21677226
            2.8       231.0658      0.2059225      207.92785     0.18551312      250.14818     0.22743796
              3      224.10661     0.20537558      202.04184     0.18577264      241.75967     0.28236218
            3.2      76.278196     0.12292746      68.148495     0.10955432      83.078173     0.13822417
            3.4      30.017235     0.07841812      26.489915    0.068750107      33.149298    0.089810193
            3.6       13.40438    0.053091479      11.687938    0.045826407      15.008388    0.062206429
            3.8      6.2698724    0.036693108        5.40372    0.031309894      7.1152464     0.04401597
              4      2.9430255    0.025562898      2.5091368    0.021395502      3.3798512    0.031431809
            4.2      1.4510801    0.017950441      1.2227585     0.01490853      1.6905652    0.022018783
            4.4     0.67479999    0.012376264     0.56399726    0.010165281     0.79261427    0.015508033
            4.6     0.31710474   0.0084104182     0.26064107     0.00682843     0.38046794    0.010548228
            4.8     0.15077167   0.0058748152     0.12192655   0.0046766073     0.18453947   0.0075745477
              5     0.15077167   0.0058748152     0.12192655   0.0046766073     0.18453947   0.0075745477
