#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      21.118742    0.066565483      18.894077    0.059590766      23.012075    0.074938818
            0.2      58.777591     0.10971205      52.591094    0.098079714      64.051134     0.12196944
            0.4       86.59079     0.13190949      77.556891     0.11827445      94.228279     0.14707966
            0.6      104.29487     0.14377053      93.446584      0.1287878      113.45977     0.15955297
            0.8      114.79323     0.15012409      102.88136     0.13468097      124.85896     0.16675519
              1      120.42703     0.15332598      107.95115     0.13758285      130.95831     0.17015966
            1.2       124.6763      0.1556685      111.75473     0.13999602      135.61317     0.17345473
            1.4      128.55633     0.15785781       115.2555     0.14224903      139.80209     0.17749301
            1.6        133.594     0.16066936       119.7469     0.14427951      145.34783     0.17837421
            1.8      141.00342     0.16479579      126.38731     0.14822841      153.44364     0.18459353
              2      151.79701     0.17056352      136.06324     0.15309838       165.2397      0.1887202
            2.2      165.74444     0.17763368       148.6177     0.15951481      180.37032     0.19645727
            2.4      183.72354     0.18618501      164.88981     0.16774497      199.69233     0.20764004
            2.6      206.25387     0.19607191      185.30853     0.17652629      223.84552     0.21678437
            2.8      230.11408     0.20556482      207.05307     0.18517486      249.14476     0.22734286
              3      222.85968     0.20238164      200.80148     0.18219674      240.64074     0.22423321
            3.2      76.111195     0.12695976      68.064655     0.11396382      82.746047     0.21857563
            3.4      29.829796     0.07841718      26.340705    0.068902162      32.906038    0.090511247
            3.6      13.531577    0.053664954      11.803302    0.046246545      15.140931    0.063510968
            3.8       6.286075    0.036693297      5.4154085     0.03124377       7.136162    0.043634829
              4      2.9818338    0.025525563      2.5403772     0.02145158      3.4295301    0.030920267
            4.2      1.4591984    0.017999891      1.2265921    0.014931007      1.7059566    0.022030066
            4.4     0.68434293    0.012435381     0.56862781    0.010179586     0.81105419    0.015474191
            4.6     0.32516184   0.0085480489     0.26742296   0.0069340602     0.39019135     0.01076199
            4.8     0.13853015   0.0055460293     0.11263111   0.0044544823     0.16810615   0.0070557389
              5     0.13853015   0.0055460293     0.11263111   0.0044544823     0.16810615   0.0070557389
