# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       6.712391    0.037714393      5.8908965    0.032918473      7.5897589    0.043265825
            0.2        19.1739    0.063608579      16.818794    0.055461349      21.691533    0.073007375
            0.4      29.203675    0.078299332      25.600695    0.068237658      33.061285    0.089927366
            0.6      35.886968     0.08672235        31.4397    0.075524216      40.650939    0.099726089
            0.8      40.438762    0.092039261      35.400473    0.080070503      45.845296     0.10600197
              1      43.702882    0.095607211      38.226376    0.083140977       49.59339     0.11019715
            1.2      46.641434    0.098842065      40.776759    0.085857476      52.953734     0.11399804
            1.4      50.238989     0.10247562       43.92156    0.089038565      57.034469     0.11826709
            1.6      55.458052     0.10771314      48.489715    0.093552191      62.945628     0.12434242
            1.8      63.929594     0.11543997      55.922414     0.10031913      72.514732     0.13320668
              2      76.864604     0.12640233      67.295853     0.10985733      87.086018     0.14572679
            2.2      97.642514     0.14214633      85.552079     0.12357922      110.52004     0.16393783
            2.4      132.82541      0.1650827      116.56171     0.14365488       150.0383     0.19054131
            2.6      199.25119     0.20031693      175.17094     0.17432357      224.57332     0.23120793
            2.8      346.06203     0.25887211      305.49498     0.22598719      388.11065     0.30205508
              3       625.6836     0.33989645       558.9764     0.29509895      691.93169     0.39759417
            3.2      142.62061      0.1835753      127.36363     0.15926743      157.82474     0.21444119
            3.4      28.176071    0.084401688      25.058322     0.07298866      31.337721    0.099992491
            3.6       6.692602    0.041780487      5.9296675    0.035946916      7.4812914    0.049823947
            3.8      1.6451851    0.021062675      1.4563075    0.017993604       1.841324    0.025158322
              4     0.44138347    0.010912538     0.38991367   0.0092946114     0.49550249    0.013058632
            4.2     0.11787846   0.0057387902      0.1048859   0.0048912458     0.13098076   0.0068531114
            4.4    0.029374553   0.0029633147    0.026194505   0.0025003301    0.032466458   0.0035867232
            4.6   0.0090216797   0.0015657344   0.0081449609   0.0013459489   0.0097977735   0.0018563878
            4.8   0.0024057813  0.00075009662   0.0020876866   0.0006367014   0.0027600174  0.00089487071
              5   0.0024057813  0.00075009662   0.0020876866   0.0006367014   0.0027600174  0.00089487071
