#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      5.9532892    0.034934016      5.0208446    0.029457914      7.0881427    0.041901612
           -3.8      7.5898881    0.039460432       6.423576    0.033377937      8.9982768    0.047165498
           -3.6        9.56665    0.044194867      8.1184124    0.037488567      11.304579    0.052659885
           -3.4      12.025759    0.049517655      10.229804    0.042171366      14.169141    0.058947558
           -3.2      15.018215    0.055324982      12.805054    0.047129135      17.642289     0.06556962
             -3      18.700253    0.061653927      15.990096    0.052701813      21.888755     0.07283356
           -2.8      23.198715    0.068571402      19.878966    0.058711154      27.082964    0.080748961
           -2.6      28.737822    0.076270988      24.701543    0.065505185       33.41591    0.089627824
           -2.4      35.262639    0.084468573      30.386653    0.072677223      40.872394    0.098903099
           -2.2      42.821245    0.092964289      37.006404    0.080386643      49.449547     0.10900186
             -2      51.337644      0.1018058      44.505231    0.088088581      59.048258     0.11846245
           -1.8       60.89823     0.11084076      52.943441    0.096131645      69.787228     0.12869618
           -1.6      71.141052     0.11985914      62.050459     0.10423099      81.177832     0.13873091
           -1.4      81.489024     0.12815799       71.32185     0.11182885      92.565052      0.1479953
           -1.2      91.799052     0.13614619      80.618268     0.11904316      103.81312     0.15659731
             -1      101.21499     0.14315935      89.204759     0.12547013      113.92313     0.16409491
           -0.8      109.28151     0.14912052      96.636503     0.13210295      122.43877     0.17409028
           -0.6      114.48852     0.15333534      101.60713     0.13491387      127.64701      0.1749385
           -0.4      117.41678     0.15607887      104.49185       0.137488       130.4145     0.17778229
           -0.2      117.27026     0.15728287      104.67103     0.13858732      129.70198     0.17903002
              0      114.32839     0.15718816      102.27798     0.13836682      126.02558      0.1792119
            0.2      108.65052     0.15456661      97.412881      0.1360899      119.37261      0.1764197
            0.4      100.77668      0.1506935      90.464484     0.13246326      110.49787     0.17239075
            0.6      92.168245     0.14592684      82.779817     0.12790809      100.95756     0.16729756
            0.8      82.015517     0.13954597      73.658463     0.12198649      89.808712     0.16070878
              1      71.707774     0.13196459      64.359028      0.1151894      78.572185     0.15290974
            1.2      61.853296      0.1238974      55.426562     0.10764681      67.903857     0.14373432
            1.4      52.399515     0.11516281       46.89317    0.099795087      57.618752     0.13418778
            1.6      44.069713     0.10630428      39.333299    0.091837458      48.627013     0.12437938
            1.8      36.543398    0.097376504       32.53441     0.08396023      40.458784     0.11450757
              2      29.908809    0.088810723      26.570757    0.076199028      33.208388     0.10443511
            2.2      24.313824    0.080484382       21.53701    0.068894389      27.099046    0.095121235
            2.4      19.560961     0.07251741      17.269642     0.06187143         21.898     0.08594091
            2.6      15.853196    0.065337536      13.954818    0.055583551      17.818981    0.077552496
            2.8      12.693871    0.058642092      11.137632    0.049777222      14.326886    0.069877642
              3       10.10426     0.05265491      8.8369794    0.044560103      11.453766    0.062926404
            3.2      8.0460246    0.046915211      7.0080862    0.039580899      9.1713948    0.056166443
            3.4      6.3918951    0.041861898      5.5475632    0.035201665      7.3181094    0.050308322
            3.6      5.0407528    0.037305935      4.3594779    0.031270601      5.7979692    0.045015488
            3.8      3.9657686    0.032964869      3.4161481    0.027576817      4.5844193    0.039873513
              4      3.9657686    0.032964869      3.4161481    0.027576817      4.5844193    0.039873513
