#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      18.167759    0.063814501      16.088306    0.055715346      20.268125    0.073534763
            0.2      50.789384     0.10581176      44.966815    0.092385827      56.687949     0.12181438
            0.4      75.278751     0.12806126      66.614726     0.11184069      84.094869     0.14763958
            0.6      91.004036      0.1402944      80.512834     0.12250376      101.71943     0.16184785
            0.8      100.40974     0.14704695      88.801762     0.12830942      112.31249     0.16948057
              1      105.88314     0.15088155      93.610653     0.13172061      118.51706     0.17424888
            1.2      109.55155     0.15347027      96.849264     0.13497747      122.64132     0.18057327
            1.4      112.97447      0.1559806       99.85359     0.13591167      126.53984     0.17991901
            1.6      117.77021     0.15926359      104.07205     0.13868879      131.96917     0.18392325
            1.8       124.3471      0.1634876      109.91608     0.14249902      139.31126      0.1891474
              2      133.77694     0.16930868      118.27331     0.14755511      149.86246     0.19575445
            2.2       146.5039     0.17691082      129.57469     0.15413847      164.07149     0.20443478
            2.4      163.36171     0.18647717      144.56692     0.16244995      182.83483     0.21550822
            2.6      182.87415     0.19687412      161.92518     0.17155607      204.53365     0.22777146
            2.8      205.45083      0.2080921      182.03286     0.18127479      229.58227     0.24090482
              3      200.79882     0.20640576      177.85645     0.17966047      224.44387     0.23918274
            3.2      66.378449     0.12315614       58.29766     0.10624046      74.960909     0.14427609
            3.4      24.833283    0.077699273      21.583437    0.066094493      28.402552    0.092579889
            3.6      10.595783    0.050715019      9.1154492    0.042799755      12.270796    0.060920794
            3.8      4.7928963    0.034315028      4.0830915    0.028695967      5.6175906    0.041547962
              4      2.1166062    0.022994078      1.7903014    0.019129592      2.5017972    0.028151507
            4.2      1.0142588    0.016016392     0.85046889    0.013181725      1.2109299    0.019737561
            4.4     0.42917878    0.010487027     0.35774431   0.0085847392      0.5160638    0.013031592
            4.6     0.20474433   0.0070186659     0.16877866   0.0057281738     0.24962923   0.0087204062
            4.8    0.086468156   0.0045135547    0.070123984   0.0036328348     0.10742499   0.0056887165
              5    0.086468156   0.0045135547    0.070123984   0.0036328348     0.10742499   0.0056887165
