# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.3888348    0.026835244      2.9704334    0.023384734      3.8384602    0.030859196
            0.2      9.7059118    0.045330746      8.5057338    0.039503974      10.995612    0.052089607
            0.4      15.542944    0.057287087      13.610971    0.049880476      17.626006    0.065826054
            0.6      20.447077    0.065649139       17.90821    0.057167475      23.175924    0.075555258
            0.8      25.026801    0.072638704      21.914404     0.06321697      28.371851    0.083567316
              1      29.344715    0.078552063      25.684178    0.068350793      33.282463    0.090457894
            1.2      33.815714    0.084239283       29.59471    0.073315733      38.349694    0.097090217
            1.4      38.548546    0.089852156      33.719242    0.078131045      43.743659     0.10353978
            1.6      44.254681    0.096173347      38.710739    0.083622408      50.211574     0.11082889
            1.8      51.751142     0.10395561      45.274961    0.090360667      58.704407     0.11974788
              2      62.059607     0.11369692      54.331739    0.098873745      70.323567     0.13100939
            2.2      77.867325     0.12709222      68.193819     0.11054603      88.198058     0.14651651
            2.4      102.99873         0.1463      90.306109     0.12717504      116.48688     0.16889311
            2.6       149.3176     0.17457658      131.12915     0.15202054      168.53045     0.20151574
            2.8      248.94756     0.22252019      219.33348     0.19373696      279.89082     0.25689558
              3      468.87578     0.30062808      417.68251      0.2618781      520.28147     0.34971749
            3.2      263.04724     0.23771537      234.73747     0.20788665      291.24638     0.27803758
            3.4       144.3315     0.18054026       128.4409     0.15707846      160.33172     0.20975771
            3.6      86.627229     0.14107939      76.858245     0.12253714      96.589421     0.16408028
            3.8      54.545031     0.11250577      48.268629    0.097612827      61.011475     0.13116469
              4      35.529392    0.091051316      31.363815    0.078786809      39.864853     0.10615977
            4.2      23.983791    0.074807914      21.119355    0.064629467      26.994004    0.087369245
            4.4      16.607256    0.062351086       14.60917    0.053934322      18.716538     0.07304405
            4.6      11.691404    0.052250143      10.269759    0.045157819      13.200549    0.061264311
            4.8        8.43968    0.044239386      7.4005071    0.038137876      9.5519087    0.051725932
              5        8.43968    0.044239386      7.4005071    0.038137876      9.5519087    0.051725932
