#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      18.344478    0.064048966      16.234464    0.055913765      20.483322     0.07370613
            0.2      51.133798      0.1061814      45.269685    0.092703841       57.07584     0.12221916
            0.4      75.731016     0.12841851      67.021176     0.11210616      84.594787      0.1477775
            0.6       91.60734     0.14080697      81.073339     0.12288189      102.35124     0.16206521
            0.8      101.13837     0.14753773       89.46973     0.12871855      113.09332     0.16984145
              1      106.21978     0.15119352      93.928831     0.13187458      118.85571     0.17427793
            1.2      109.80376     0.15374799      97.075504     0.13401392      122.92513     0.17725614
            1.4       113.2682     0.15616771      100.09285     0.13604013      126.90517     0.18023892
            1.6       118.4304     0.15947034      104.65772     0.13892932      132.70901     0.18406298
            1.8      124.41944     0.16415872      109.99205     0.14293761       139.3676     0.18989648
              2      133.74383     0.16926031      118.24566     0.14751599      149.82636     0.19563763
            2.2      146.01049     0.17673657      129.15221     0.15402558      163.48794      0.2044136
            2.4      162.36637     0.18605489      143.70107     0.16305351      181.68788     0.21808905
            2.6      182.27228     0.19658976      161.37204     0.17123962      203.89472     0.22739156
            2.8       204.7114      0.2077539       181.3551      0.1810265      228.79598     0.24069776
              3      199.89647     0.20589068      177.03871     0.17929398      223.46425     0.23893066
            3.2      66.110901     0.12283813      58.040849     0.10601004       74.69535     0.14418149
            3.4      24.871608    0.076664172      21.612016     0.06559042      28.453072    0.091636084
            3.6      10.704059    0.050806454      9.2096548     0.04293864      12.394867    0.060948778
            3.8      4.7531326    0.034013713      4.0502793    0.028466811       5.568252    0.041286673
              4      2.1766928    0.023188274      1.8383279    0.019245154      2.5777379    0.028354171
            4.2     0.97267277     0.01558961     0.81382605    0.012833205       1.165031     0.01921103
            4.4     0.43023726    0.010399485     0.35821032   0.0085250352     0.51819746    0.012852815
            4.6     0.20176105   0.0072047704     0.16698395   0.0058689669     0.24464199   0.0089736185
            4.8    0.072955513   0.0044449537    0.060185599   0.0035955319    0.088812298   0.0055940844
              5    0.072955513   0.0044449537    0.060185599   0.0035955319    0.088812298   0.0055940844
