# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      11.966436    0.052089258      10.598481    0.045401945      13.337564    0.060115952
            0.2      34.106157    0.087404149      30.213154    0.076262839      38.012627     0.10068519
            0.4      52.752076     0.10801299       46.71152    0.094432695      58.841556     0.12498564
            0.6      67.122252     0.12129044      59.397849     0.10580129      74.958555     0.13970326
            0.8      78.364887     0.13071544      69.330208     0.11410881      87.571118     0.15083845
              1      87.446496     0.13781603      77.379233     0.12039522      97.722982     0.15913316
            1.2      95.432154     0.14374081      84.441133     0.12659934      106.67737     0.16933681
            1.4      102.18956     0.14854947      90.384153      0.1295338      114.32755     0.17115159
            1.6      110.29865     0.15414037      97.555356     0.13439729      123.43198     0.17770957
            1.8      119.13697      0.1601588        105.407     0.13968748      133.29263     0.18492223
              2      130.08895     0.16697757      115.12139     0.14566789       145.5297     0.19278609
            2.2      143.86568     0.17533662      127.34025     0.15289281      160.93101     0.20243223
            2.4      161.12784      0.1851142      142.68927     0.16144996       180.1516     0.21387373
            2.6      181.32807      0.1959339      160.66524     0.17084614      202.60586     0.22641148
            2.8      204.96422     0.20770756      181.66271     0.18103204      228.92728     0.24026136
              3      206.86626     0.20897086      183.33614     0.18201286      231.05807     0.24190798
            3.2      100.77048     0.14910067      88.794719     0.12931786       113.4023     0.17349324
            3.4      56.439481     0.11276074       49.48081    0.097310955      63.936223     0.13176603
            3.6      34.842405    0.090017281      30.435642    0.077258001      39.651635     0.10602682
            3.8       22.67859    0.072044714      19.734315     0.06185652      25.939264    0.084959034
              4      15.129381    0.058916755      13.131288    0.050406512      17.362158     0.06950265
            4.2      10.186859    0.048405704      8.8192652     0.04136001      11.729562    0.057222054
            4.4       6.946519      0.0400574      6.0034744    0.034133929      8.0156253    0.047485688
            4.6      4.7534305    0.033303019      4.1004769    0.028333649      5.4989098    0.039602128
            4.8       3.254338    0.027591636       2.802046    0.023428913      3.7735264    0.032817915
              5       3.254338    0.027591636       2.802046    0.023428913      3.7735264    0.032817915
