#         pttop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.15855136  0.00083861936     0.13989188  0.00073149243     0.17888362  0.00096861997
             10     0.47024932   0.0014405407     0.41504796   0.0012565526     0.53026267   0.0016639622
             20      0.7710937   0.0018398014     0.68050826   0.0016043136     0.86951017   0.0021246897
             30      1.0449227    0.002135689     0.92224715   0.0018653931      1.1779351   0.0024721632
             40      1.2864461   0.0023649548      1.1354245   0.0020622499      1.4498682   0.0027303678
             50      1.4905481   0.0025436276        1.31587   0.0022179496      1.6789291   0.0029374324
             60      1.6672618   0.0026829125      1.4715467   0.0023393437      1.8779989   0.0030972925
             70      1.7838627   0.0027754179      1.5749845   0.0024195052       2.007802   0.0032043663
             80       1.874619   0.0028456755      1.6550209   0.0024800979      2.1094306   0.0032860518
             90      1.9236014   0.0028831016      1.6982313   0.0025113938      2.1638121   0.0033281069
            100      1.9439784   0.0028978018      1.7166381   0.0025256166      2.1852477   0.0033457737
            110      1.9151288   0.0028793793      1.6911502   0.0025079125      2.1519834   0.0033227515
            120      1.8750307   0.0028517978      1.6560859   0.0024860945      2.1055237   0.0032956659
            130       1.809139   0.0028045694       1.597715   0.0024433043       2.031085   0.0032367637
            140      1.7335595    0.002749904      1.5310769   0.0023954796      1.9452896   0.0031759634
            150      1.6394513   0.0026790868      1.4483004   0.0023341679       1.838392   0.0030930031
            160      1.5397638   0.0026000032      1.3605098   0.0022644288      1.7256149   0.0030002518
            170      1.4370923   0.0025153154      1.2703243   0.0022190177      1.6088433    0.002985965
            180      1.3361161   0.0024289319      1.1807655    0.002116641      1.4958667   0.0028047608
            190      1.2356503   0.0023389396      1.0919985   0.0020365807      1.3829131   0.0026949654
            200      1.1340453   0.0022449973      1.0026831   0.0019578084      1.2678458   0.0025962622
            210      1.0423961   0.0021580074     0.92215417   0.0018818116      1.1641886    0.002494085
            220     0.94574473   0.0020608311     0.83653103   0.0017934486      1.0560251   0.0023787066
            230      0.8612696   0.0019683223     0.76175977    0.001713066     0.96151554   0.0022705318
            240      0.7820515   0.0018797802      0.6921065   0.0016367585      0.8720931   0.0021713309
            250     0.71263359   0.0017953109     0.63078131   0.0015633825       0.794204   0.0020729173
            260     0.64493924    0.001712165     0.57090251   0.0014901516      0.7184957   0.0019753119
