#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.3341244    0.026438497      2.8586666    0.022603514      3.8897516    0.031254187
           -3.8      4.4864518    0.030620518      3.8504699    0.026236108       5.227674     0.03609718
           -3.6      5.8908512    0.035128062      5.0658919    0.030122577      6.8467664    0.041461329
           -3.4      7.7068197    0.040189333      6.6338611    0.034478205       8.946839    0.047229492
           -3.2      10.015361    0.045690159      8.6410523    0.039312191      11.592174     0.05357809
             -3      12.931249    0.052011773      11.173878    0.044835991         14.937    0.060976998
           -2.8      16.515996    0.058824027       14.30633    0.050731053      19.017253    0.068704876
           -2.6      20.949801    0.066202873      18.178487    0.057220354      24.069285    0.077302033
           -2.4       26.70032    0.074751801      23.216709    0.064671114      30.593096    0.087006731
           -2.2      33.217664     0.08337001      28.944888    0.072298428      37.955119    0.097031743
             -2       41.33239    0.093022313      36.092607    0.080761846      47.093138      0.1078588
           -1.8      50.954604     0.10329488      44.585602    0.089785918      57.903147     0.11957682
           -1.6      62.042801     0.11395407      54.399989    0.099180635       70.30717     0.13173137
           -1.4      74.269037     0.12482463      65.254707     0.10875624      83.926698     0.14416847
           -1.2        87.5268     0.13539865      77.061735     0.11815697      98.630477     0.15620345
             -1      101.37498     0.14575344      89.412139     0.12729455      113.94679     0.16786333
           -0.8      114.49789     0.15513341      101.15219     0.13553414      128.39796     0.17871394
           -0.6      126.10419     0.16294521      111.59476     0.14352599       141.0567     0.19083342
           -0.4      134.57889     0.16874625      119.25147     0.14754332      150.25924     0.19416799
           -0.2      138.17944     0.17168315      122.59195     0.15011913      154.00127     0.19769481
              0      136.68917     0.17162057      121.38218     0.14997197      152.13501     0.19759232
            0.2      129.53998     0.16808868      115.16546     0.14681275      143.94411     0.19347909
            0.4      118.51563     0.16191564      105.45569     0.14172208      131.52609     0.18751543
            0.6      105.10582      0.1537361      93.550326      0.1341033      116.60038      0.1772259
            0.8      90.809293       0.143924      80.846319     0.12545335      100.70073     0.16609133
              1      76.808414     0.13336559       68.36926      0.1161059      85.192598     0.15420013
            1.2      63.808237     0.12236054      56.790493      0.1064278      70.778795     0.14165381
            1.4      52.258831     0.11136926      46.481117    0.096746318       58.01371     0.12908113
            1.6       42.24445     0.10073567       37.55735    0.087411112      46.922301     0.11710954
            1.8      33.779425    0.090546039       29.98473    0.078431993      37.596816     0.10543942
              2      26.708232    0.080956522      23.686347    0.069966161      29.759298    0.094458379
            2.2      21.094955    0.073330003      18.683408    0.063065159      23.547957    0.086165906
            2.4      16.506951    0.063976659      14.587725    0.055191549       18.47968    0.075215161
            2.6      12.803668    0.056655156      11.293751    0.048675028      14.370396    0.066501448
            2.8       9.929454    0.049985771      8.7479756    0.042939149      11.161252     0.05889572
              3      7.5785073    0.043866524      6.6672474    0.037570953      8.5335443    0.051749165
            3.2       5.762213    0.038349711      5.0627668    0.032907229      6.4999723    0.045502766
            3.4      4.4885674    0.033789292      3.9342067    0.028860052      5.0786988    0.039955219
            3.6      3.3007837    0.029116345      2.8878681    0.024802813      3.7439848    0.034497184
            3.8      2.4839212    0.025348221      2.1714136    0.021565283      2.8206601    0.030120177
              4      2.4839212    0.025348221      2.1714136    0.021565283      2.8206601    0.030120177
