#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.7826124    0.027772386      3.3210717    0.024379452      4.2866683    0.031709096
           -3.8      5.4587307    0.033340789      4.7903531    0.029263654      6.1906062      0.0380919
           -3.6      7.7663317    0.039804766      6.8171964    0.034931782      8.8024241    0.045438285
           -3.4      11.002355    0.047285738         9.6675    0.041544305      12.453777    0.053970003
           -3.2      15.181024    0.055502155      13.343502    0.048762946      17.173164     0.06333479
             -3      20.540411    0.064450337      18.059415    0.056656148      23.220946    0.073420447
           -2.8      26.977553    0.073798423       23.74466    0.067233763       30.44458    0.091173774
           -2.6      34.824349    0.083727803      30.642374    0.073636238      39.316367    0.095313548
           -2.4      43.193662    0.093316013      38.013804    0.082039637      48.741325     0.10642546
           -2.2      52.410854     0.10249941      46.147044    0.090150945      59.095238     0.11668986
             -2      61.594209     0.11101921      54.247119    0.097621501      69.411611     0.12640367
           -1.8       70.05794     0.11839553      61.730221     0.10421485      78.881151     0.13516412
           -1.6       77.89533     0.12482564      68.640265     0.10973907      87.677229     0.14229476
           -1.4      83.606182     0.12947718      73.692216     0.11375186      94.042506     0.14763208
           -1.2      88.292043     0.13332382      77.849669     0.11705954      99.241663     0.15202092
             -1       90.76832     0.13605642      80.035171     0.11924807      101.99573     0.15564237
           -0.8      91.594597     0.13658542      80.787867     0.11986431      102.85686     0.15644014
           -0.6      91.679341     0.13719759      80.879717     0.12021131      102.90239     0.15708681
           -0.4      91.033073     0.13732545      80.291214     0.12020775       102.1904      0.1576378
           -0.2      90.488748     0.13764196      79.856018     0.12042574      101.49073     0.15831893
              0      90.305897      0.1382028      79.687858     0.12066421      101.30005     0.15884891
            0.2      90.295226     0.13908216      79.710104     0.12131726      101.23568     0.16034609
            0.4      90.202591     0.13997061      79.646078     0.12186416      101.11226     0.16164646
            0.6      89.617909     0.14060354      79.161639     0.12239455       100.4172     0.16317962
            0.8      87.611357     0.14036296      77.450001     0.12187754      98.080713     0.16296028
              1      84.368855     0.13902769       74.59532     0.12047524      94.449419     0.16166649
            1.2      79.297802      0.1363642      70.188202     0.11802199      88.655711     0.15903928
            1.4      72.150224     0.13187279      63.952831     0.11392416      80.522297     0.15426898
            1.6      63.899799     0.12582576       56.70226     0.10848237      71.223171     0.14756091
            1.8      54.757457     0.11834262      48.670289     0.10187652       60.89634     0.13924141
              2      45.456547     0.10977675      40.496255    0.094328707      50.399521     0.12959368
            2.2      36.345088     0.10001232      32.468166    0.085760015      40.144879     0.11836695
            2.4      27.997588    0.089727724      25.098719     0.07676686      30.772015     0.10658622
            2.6      21.139753    0.079531692      19.021458     0.06796919      23.113219    0.094860451
            2.8      15.290177    0.069159213      13.820843    0.059000022      16.611195    0.082625914
              3      10.866832    0.059559406      9.8793878    0.050932903      11.705368    0.071800886
            3.2      7.6233717    0.050754664      6.9484046    0.043110793      8.1796023     0.06082681
            3.4      5.1648678    0.042466963       4.727787    0.036059786      5.5056866    0.051042406
            3.6      3.6002774    0.035775577      3.3029861    0.030320217       3.827349     0.04299495
            3.8      2.3763496     0.02959343      2.1978907    0.025116212      2.4954741     0.03565029
              4      2.3763496     0.02959343      2.1978907    0.025116212      2.4954741     0.03565029
