#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.62830773    0.012655318     0.50711849    0.010186992     0.78372972    0.016009894
           -3.8      1.0104544    0.015328579     0.81959725    0.012389907      1.2534949    0.019193709
           -3.6      1.5448565    0.018228697      1.2579771    0.014810332      1.9088394    0.022682505
           -3.4      2.2483304    0.021755481      1.8406911    0.017764857      2.7618411    0.026956641
           -3.2      3.4472604    0.026825263      2.8390665    0.022047352      4.2056292    0.033044843
             -3      5.0551455    0.032470844      4.1885222    0.026829773      6.1259709     0.03978798
           -2.8       7.546249    0.039518928      6.2901627    0.032956054      9.0865048     0.04823232
           -2.6      11.051475    0.047679211      9.2634175    0.039887421      13.221296    0.057685824
           -2.4      16.214929    0.057713341      13.675487    0.048570358      19.263028    0.069443415
           -2.2      23.520156    0.069294961       19.96205    0.058721187      27.738282    0.082761893
             -2      33.348293    0.082320117      28.470175    0.070326878      39.058561    0.098067457
           -1.8      46.541653    0.096994588      39.950264     0.08316439      54.161957      0.1143488
           -1.6      62.522585     0.11210688       53.96395    0.096577052      72.275638     0.13123548
           -1.4      81.453568     0.12759599      70.686637     0.11053198      93.532291     0.14858272
           -1.2      102.03704     0.14248379      89.007059     0.12396739      116.42058     0.16499296
             -1      122.04081     0.15539879      106.95947     0.13570918      138.42067     0.17887661
           -0.8      140.45372     0.16656984      123.70584     0.14708286      158.28169     0.19411015
           -0.6      154.75623     0.17506037      136.88324     0.15390371      173.43528     0.19975902
           -0.4      163.09336     0.18039933      144.82373     0.15894511      181.82014     0.20531309
           -0.2      164.44476     0.18245562      146.55388     0.16102076      182.40061     0.20737696
              0      158.78986     0.18211492      141.93736     0.16055353      175.36459     0.20738817
            0.2      146.51729     0.17790281       131.3552     0.15660223      161.08566     0.20290045
            0.4      130.07599     0.17135963      116.84725     0.15044302      142.53284     0.19645563
            0.6      110.84489     0.16214325      99.661436      0.1416703      121.22549     0.18667754
            0.8      90.990424     0.15022354       81.79097     0.13066134      99.471833     0.17414278
              1      72.176708     0.13667952      64.794366     0.11838624      78.984728     0.15962356
            1.2      55.263423     0.12193387      49.480137     0.10492776       60.65053     0.14309259
            1.4      41.036801     0.10661039        36.6175     0.09140516      45.212574      0.1262776
            1.6      29.771594    0.091801262      26.415756    0.078096513      33.032251     0.10919264
            1.8      21.083423    0.078009156      18.597696    0.065968392      23.562095     0.09341818
              2      14.674517    0.065258003      12.841084    0.054845188      16.563315     0.07874416
            2.2      10.418432    0.054419442      9.0263737    0.045498968      11.911125    0.065975747
            2.4      7.3246696    0.045297705       6.279272    0.037589661      8.4867998    0.055263128
            2.6      5.1362197    0.037329361      4.3602447    0.030871879      6.0231819    0.045820327
            2.8      3.6082102    0.030963088      3.0320806    0.025413166      4.2851981    0.038146183
              3       2.576237    0.025666397       2.146554    0.020957804      3.0914013    0.031850567
            3.2      1.7841329    0.021007119      1.4744083     0.01707249      2.1615797    0.026189675
            3.4      1.2724937    0.017708763      1.0414301    0.014321813      1.5602385    0.022134425
            3.6     0.85196421    0.014773846     0.69287512    0.011898966      1.0523913    0.018548732
            3.8     0.54525321    0.012532997     0.44279063    0.010124514     0.67429385    0.015865913
              4     0.54525321    0.012532997     0.44279063    0.010124514     0.67429385    0.015865913
