#          ytop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0034081901  0.00082656621   0.0028231945  0.00068635757    0.004139427   0.0010078794
           -3.8    0.021251606   0.0021216407    0.017566858   0.0017452009    0.025893958   0.0026240399
           -3.6     0.11264775   0.0048883187    0.095277349   0.0041304544     0.13326039   0.0058930243
           -3.4     0.41573644   0.0093014473     0.35213489   0.0078935082     0.49111061    0.011064198
           -3.2      1.2675036    0.016156692      1.0880546    0.013856007      1.4710904    0.018959423
             -3      2.9493274    0.024643327      2.5534047    0.021320789      3.3873979    0.028696738
           -2.8      6.0363834    0.035134509      5.2562123     0.03058688      6.8850518    0.040530279
           -2.6      10.968192    0.047204831      9.5986271    0.041313754      12.433946     0.05408358
           -2.4       18.13832    0.060619561       15.94139    0.056076018      20.453506    0.077637557
           -2.2       27.40479    0.074369315      24.104343     0.06540131      30.897848    0.084629279
             -2      39.122628    0.088603793      34.475634    0.078087218      44.011719     0.10078647
           -1.8      52.535959      0.1025024      46.301049    0.090243828      59.110553     0.11646115
           -1.6      67.308113     0.11588317      59.369947     0.10222778      75.654776     0.13218689
           -1.4      82.426911     0.12790203      72.683015     0.11257838      92.695738     0.14537654
           -1.2      97.973963     0.13934144      86.394243     0.12253029      110.16978     0.15859004
             -1      112.23383     0.14911438      98.952668     0.13101768      126.22261       0.170054
           -0.8      125.14307     0.15816392      110.33652      0.1387366       140.7267     0.18092768
           -0.6      135.24164     0.16422742      119.19805     0.14394219      152.14193     0.18797469
           -0.4      141.73554     0.16878515      124.93295     0.14783147      159.41077      0.1937109
           -0.2      145.15837     0.17173044      127.96397     0.15017414      163.22221     0.19746955
              0      144.57594     0.17250423      127.45355     0.15055038      162.56254     0.19845423
            0.2      140.45479     0.17168977      123.90383     0.14969948      157.78516     0.19838129
            0.4       132.1858     0.16850284      116.67228     0.14661417       148.3887     0.19507794
            0.6      120.62532     0.16327074      106.59034     0.14178875      135.20259     0.18947985
            0.8      106.76196     0.15634047      94.449396     0.13542881      119.47726     0.18198597
              1      91.159744     0.14732397      80.815742     0.12741348      101.71727     0.17219998
            1.2      74.800982     0.13674565      66.483943     0.11791299      83.156157     0.16041585
            1.4      58.420243     0.12452557      52.115391     0.10713251      64.598706     0.14715778
            1.6      43.456541      0.1110494      38.932753    0.095143471      47.738938     0.13183491
            1.8      29.986687    0.096544469      27.043424    0.082207618      32.605746     0.11531516
              2      19.508669    0.081555602       17.74006     0.06913922      20.935386    0.098154188
            2.2      11.520579    0.066813384       10.60776    0.056287041      12.110224    0.081276322
            2.4      5.9278457    0.052385974      5.5653537    0.043667353      6.1056012    0.054736699
            2.6      2.6299425    0.039111077      2.5154092     0.04638837      2.6918903     0.04109646
            2.8      0.9770523    0.027375186     0.83621461     0.03460251      1.0220488    0.023503019
              3     0.24542697    0.017918124     0.14682181     0.02292252     0.28667427    0.015244451
            3.2    0.030243521    0.010363908   -0.017593077    0.013526082    0.054048031   0.0082224604
            3.4  -0.0051515799   0.0051553121   -0.020724136   0.0067718467   0.0034625434   0.0040455251
            3.6  -0.0072671311   0.0022190146   -0.013905156   0.0031532691   -0.003364987    0.001755695
            3.8  -0.0016038542  0.00069445452  -0.0022986284  0.00095976558  -0.0011457292  0.00051785069
              4  -0.0016038542  0.00069445452  -0.0022986284  0.00095976558  -0.0011457292  0.00051785069
