#        ptslep        central        num_err    min (scale)        num_err    max (scale)        num_err
             10    0.055802574  0.00018228394    0.049312897  0.00016126327    0.062584889  0.00020528667
             35    0.046931764  0.00015243995    0.041489783  0.00013492953    0.052614293  0.00017157092
             65    0.026224099  0.00013045547    0.023199234   0.0001155383    0.029342642  0.00014660071
             90    0.011405702  6.1168172e-05    0.010099274  5.4194002e-05    0.012726835  6.8691441e-05
            140   0.0033300682  3.0803788e-05    0.002955176  2.7348501e-05   0.0036960432  3.4533255e-05
            200  0.00072058388  1.1191589e-05  0.00064073453  9.9618556e-06  0.00079534618  1.2515805e-05
            300  0.00072058388  1.1191589e-05  0.00064073453  9.9618556e-06  0.00079534618  1.2515805e-05
