#         total        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      4.3160793   0.0064296769      3.8174801    0.005696319      4.8310713   0.0072541543
              1      4.3160793   0.0064296769      3.8174801    0.005696319      4.8310713   0.0072541543
