#        pthlep        central        num_err    min (scale)        num_err    max (scale)        num_err
             25    0.068587707  0.00019803694    0.060613139  0.00017524458    0.076950823  0.00022309544
             50     0.04482883  0.00016607388    0.039627629  0.00014697404    0.050252233  0.00018687583
             75    0.025583747  0.00012899769    0.022629584  0.00011419673    0.028623848  0.00014496724
            100    0.011169028   6.055904e-05   0.0098937678   5.371325e-05    0.012450476  6.7888801e-05
            150   0.0035750634  3.5025045e-05   0.0031700633  3.1047087e-05   0.0039714422  3.9290736e-05
            200  0.00085962065  1.2228394e-05  0.00076541658  1.0865238e-05  0.00094695903  1.3746641e-05
            300  0.00085962065  1.2228394e-05  0.00076541658  1.0865238e-05  0.00094695903  1.3746641e-05
