#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.2819133     0.14676069       6.252055     0.14937768      6.2822345     0.14366852
            0.2       15.83346     0.10463578      15.741269     0.10424615      15.903475      0.1048577
            0.4      25.105406      0.1342916      24.934717     0.13490246      25.278213     0.13503579
            0.6      33.385086     0.15049336      33.146624     0.14866386      33.655195     0.15292909
            0.8      41.307626     0.15728369      40.995963     0.15581313      41.680572     0.15906229
              1      49.167135     0.17566942      48.780735     0.17365011      49.644625     0.17808731
            1.2      57.204085     0.19004863      56.749181     0.18808531      57.782713     0.19256048
            1.4      67.703218     0.20395768       67.16993     0.20196644      68.395816     0.20653192
            1.6      80.924593     0.24690065      80.298006     0.24218704      81.757701     0.25320888
            1.8      98.130264     0.25382443      97.396943     0.25175762      99.133153     0.25662483
              2      124.33483     0.28810583       123.4403      0.2856839      125.58819     0.29130186
            2.2      160.43989     0.34125069      159.31739     0.33917784       162.0491      0.3441327
            2.4      212.45747     0.38576008      210.98626      0.3828667      214.59307     0.38984402
            2.6      286.60277     0.43230367      284.63029     0.42911201      289.47089     0.43698395
            2.8      377.47329     0.49448276      374.84231     0.49171217      381.26671     0.49856995
              3      418.68404     0.52216113      415.74745      0.5188216      422.88687     0.52702824
            3.2      166.85886     0.35371061      165.73689      0.3514412      168.48744     0.35709175
            3.4      73.258305     0.22027207      72.846261     0.21923725      73.843033     0.22189956
            3.6      35.108925     0.15419663      34.962352     0.15377026      35.325531     0.15512895
            3.8      17.893319      0.1104277      17.846886     0.11033591      17.972788       0.110804
              4      9.5591735     0.10105339        9.55292     0.10140714       9.587878      0.1014912
            4.2       5.177616    0.076133629      5.1829698    0.076601349      5.1869438    0.076237172
            4.4      2.8491302     0.05235775      2.8582041     0.05290624      2.8505106    0.052278251
            4.6      1.4718027    0.031692696      1.4775041    0.031835895      1.4713163    0.031658049
            4.8      0.8102471    0.030473494     0.81274379    0.031063506     0.80984258    0.030379884
              5      0.8102471    0.030473494     0.81274379    0.031063506     0.80984258    0.030379884
