#      ptt+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.30012607   0.0020777371     0.29802178   0.0020632599     0.30315578   0.0020985684
             10     0.88764345   0.0037879819     0.88137944   0.0037615837      0.8966464   0.0038262385
             20      1.4158811   0.0046187816       1.405847   0.0045872356      1.4302963   0.0046650371
             30      1.8706221   0.0051423975      1.8575477   0.0051214961      1.8894242   0.0051754734
             40      2.2317626   0.0055928831      2.2159312   0.0055599158      2.2544859   0.0056408998
             50      2.4934292   0.0059276062      2.4757039   0.0058932033      2.5188149   0.0059790972
             60      2.6348512   0.0060816802      2.6159726   0.0060471983         2.6619   0.0061320004
             70      2.7017369   0.0059652652       2.682335   0.0059287404      2.7294656   0.0060184547
             80      2.7075304   0.0060730888      2.6881002   0.0060386133      2.7352669   0.0061230203
             90      2.6177156    0.006026281       2.598824   0.0059827221      2.6446063   0.0060901133
            100      2.5127764   0.0060487707      2.4946522   0.0060086101      2.5385762   0.0061089566
            110      2.3720213   0.0059865767      2.3548728   0.0059583831       2.396298   0.0060263007
            120      2.2062579   0.0055567885      2.1902676   0.0055064015      2.2288518   0.0056297203
            130      2.0382385    0.005164935      2.0236215   0.0051298354      2.0588072     0.00521594
            140      1.8609048    0.004959852      1.8475926   0.0049234084      1.8795811   0.0050116364
            150      1.6845715   0.0052429462      1.6725604    0.005221352      1.7013552   0.0052717153
            160      1.5287444   0.0047969206      1.5178468   0.0047160221      1.5438665   0.0049098658
            170      1.3825054   0.0047159762      1.3727981   0.0046820198      1.3959325   0.0047594016
            180      1.2335903   0.0039951458      1.2250772   0.0039665177      1.2453425   0.0040363329
            190      1.1117238    0.003890374      1.1040588   0.0038563704      1.1222903   0.0039368754
            200     0.99518923   0.0036864971      0.9884855   0.0036579916      1.0043748   0.0037254346
            210     0.88151485   0.0033218776     0.87561682   0.0032930917     0.88956388   0.0033599493
            220     0.78906655   0.0033078889     0.78385336   0.0032709947     0.79615102   0.0033554977
            230     0.70408951   0.0030663652     0.69952532   0.0030402824     0.71028795   0.0031030421
            240     0.62926038   0.0027558859     0.62535626   0.0027370306      0.6345598   0.0027820491
            250     0.56113864    0.002712829      0.5576763   0.0026896999     0.56583855   0.0027465113
            260     0.50402621   0.0025249443      0.5009366   0.0025030565     0.50815275   0.0025538466
            270     0.45081424   0.0023759499     0.44813278   0.0023584544     0.45440305   0.0023999677
            280     0.40178686   0.0022733021     0.39944143   0.0022560808     0.40492444   0.0022977121
            290     0.36024405   0.0020548574     0.35817977      0.0020407     0.36296613   0.0020738293
            300     0.32183376   0.0020213347      0.3200303   0.0020060897     0.32421463   0.0020424727
            310     0.28950374   0.0018763868     0.28793949   0.0018604783     0.29155751   0.0018969144
            320     0.26142394   0.0019049292     0.25995506   0.0018866484     0.26335091   0.0019287429
            330     0.23319691   0.0023706611     0.23207623   0.0023918707     0.23470515   0.0023594925
            340     0.20786018   0.0015836605     0.20677643   0.0015728288     0.20926492   0.0015982902
            350     0.18884472    0.001482741     0.18788322   0.0014718695     0.19008361   0.0014970072
            360     0.16813944   0.0014187337     0.16730166   0.0014077394     0.16921406   0.0014332349
            370     0.14983153   0.0012998783     0.14910555   0.0012935592      0.1507646   0.0013091666
            380      0.1337745   0.0012246408     0.13310798   0.0012180279     0.13461462   0.0012332756
            390     0.12395347   0.0014104806     0.12338362    0.001408212     0.12470025   0.0014218106
            400     0.11126395   0.0011144179     0.11077234    0.001109557     0.11190142   0.0011214426
            410     0.10196969   0.0013128588     0.10150734   0.0013131548     0.10252858   0.0013205145
            420    0.089029828    0.001028939    0.088617581   0.0010236865    0.089547999   0.0010357456
            430    0.082922795  0.00096184471    0.082572655  0.00095733783    0.083366363  0.00096788149
            440    0.074716114  0.00097741103    0.074351487   0.0009624368    0.075168652  0.00099578024
            450    0.066612807  0.00087059644    0.066314261  0.00086537953    0.066983565  0.00087705466
            460    0.060997024  0.00086773465     0.06071048  0.00086374577     0.06135255  0.00087484436
            470     0.05570845  0.00087426787    0.055448615  0.00086444631    0.056013551  0.00088157306
            480    0.050218789   0.0010903755    0.049961293   0.0010581922    0.050527812   0.0011286477
            490    0.043903557  0.00072292877    0.043728175  0.00072060118    0.044126498     0.00072753
            500    0.040723071  0.00066791976    0.040550744   0.0006650037    0.040936557  0.00067184211
            510     0.03787229  0.00066461369    0.037711032  0.00066250567    0.038069871  0.00066784224
            520    0.034606555  0.00062116223    0.034452176   0.0006182613    0.034786506    0.000624901
            530    0.031839488  0.00072785525    0.031659117  0.00070731312    0.032052251  0.00075175914
            540    0.028255906  0.00056166683    0.028140762  0.00055915376    0.028396323  0.00056488491
            550    0.026195151  0.00066968277     0.02581527  0.00075821296    0.026605615  0.00068986614
            560    0.023215641  0.00053705935    0.023098703  0.00053091606    0.023348939  0.00054450959
            570    0.022145258  0.00048384877    0.022061454  0.00048197171     0.02224857  0.00048617638
            580    0.019217742  0.00046054465    0.019136197  0.00045838027    0.019314178  0.00046322878
            590    0.018436378  0.00046653736    0.018329493  0.00045840981    0.018552408  0.00047572268
            600    0.017117046  0.00048457536    0.017034045  0.00048171705    0.017220398  0.00048847054
            610    0.015111809  0.00041726162     0.01505461  0.00041619475    0.015182777  0.00041996785
            620    0.014194552  0.00043591501     0.01413331  0.00043284025    0.014269364  0.00044017474
            630    0.012755424   0.0003821244     0.01271148  0.00038191336     0.01281469  0.00038453324
            640    0.011633157  0.00037848768     0.01157543  0.00037614753     0.01169757  0.00038100403
            650    0.011140415  0.00035404377    0.011096912  0.00035300939    0.011194114  0.00035595237
            660   0.0099982093  0.00033476685   0.0099505443   0.0003331744    0.010053279  0.00033675968
            670   0.0095696762  0.00032366921   0.0095255241  0.00032211485    0.009616745   0.0003256869
            680   0.0078872294  0.00029697357    0.007855356  0.00029571292   0.0079244438  0.00029866746
            690    0.007318468  0.00028636195   0.0072884714  0.00028556229   0.0073559722  0.00028806454
            700   0.0067559165  0.00026997212   0.0067279537  0.00026890846     0.00678689  0.00027131307
            710   0.0061350578  0.00028782991   0.0061031005  0.00029135876   0.0061646412  0.00028662404
