#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.9463336     0.04341747     0.95284673    0.044159286      0.9460916    0.043570717
           -3.8      1.4639736    0.040989195      1.4729453    0.041755733      1.4637913    0.040933507
           -3.6      2.0006013    0.053535144      2.0093523     0.05413371      2.0018916     0.05368186
           -3.4      2.9096586    0.049483987      2.9199104    0.049662708      2.9134968    0.049552842
           -3.2      4.3028496    0.053065621      4.3102695    0.053174536      4.3125252    0.053226999
             -3      6.0719588    0.073183913      6.0742068    0.073395348      6.0924041    0.073660065
           -2.8      8.5043993    0.075378058      8.4934336    0.075305362      8.5403591    0.075728043
           -2.6      11.922631    0.087987649      11.885591    0.087601359      11.988322     0.08840166
           -2.4      16.971325     0.10444745      16.895838     0.10407879      17.086398     0.10502528
           -2.2      23.903806     0.12226866      23.767379     0.12157035      24.096423     0.12328529
             -2      33.327018     0.14838471      33.102635     0.14737447       33.63508     0.14978063
           -1.8      45.586053     0.18487597      45.251467     0.18364611      46.049458     0.18656405
           -1.6      60.626985     0.20259397      60.149899     0.20099774      61.297524     0.20488286
           -1.4      79.415071     0.23700355        78.7782     0.23519895      80.324868     0.23953893
           -1.2      99.944991      0.2596651      99.139514     0.25753268      101.10857     0.26274367
             -1      121.67034     0.28270356      120.71004     0.28059703      123.05918     0.28575983
           -0.8      142.52346      0.3065117      141.45808     0.30394919      144.04462     0.31019146
           -0.6      161.42251     0.32182243      160.28403     0.31953425      163.00032     0.32498601
           -0.4      175.33856     0.33830078      174.17966     0.33596626      176.87915     0.34143247
           -0.2      184.77354     0.38302712      183.63664     0.38152942      186.21374     0.38479979
              0      184.35662     0.36432562      183.23244     0.36321562      185.78544     0.36603659
            0.2       175.2138     0.34114406      174.05632     0.33866757      176.74945     0.34428247
            0.4      160.41694     0.31752937      159.27069     0.31580436      162.00089     0.32064779
            0.6      142.66709      0.3255154      141.58904     0.32234679      144.20578     0.32997379
            0.8      122.03871     0.28813556      121.07713     0.28536653      123.42808     0.29215528
              1      99.632991     0.26095761      98.824987     0.25881981      100.79957     0.26398093
            1.2      79.589154     0.25026346      78.951592     0.24884991      80.500097     0.25220128
            1.4      60.990591     0.21889743      60.501749     0.21446468      61.676033     0.22504642
            1.6      45.744266     0.17672378      45.404343     0.17512387      46.214518     0.17895001
            1.8      33.361788     0.14558808      33.139718     0.14467315       33.66731      0.1468433
              2      23.755214     0.12654744      23.617541     0.12575411      23.948849     0.12767254
            2.2      16.820415     0.10291936      16.746674     0.10247749      16.934436     0.10363602
            2.4      11.925109    0.086351054      11.890695    0.086158504      11.990016    0.086790912
            2.6      8.4841303    0.085095337      8.4729042    0.084941598       8.519774    0.085647026
            2.8      5.9461702    0.065634877      5.9477086    0.065749568      5.9645167    0.065873648
              3       4.356535    0.097090435      4.3661051    0.097317428      4.3663613    0.097177906
            3.2      2.8991825     0.04800517      2.9088294    0.048286202      2.9030629    0.048072961
            3.4      1.9949673     0.03934483      2.0046488    0.039700615      1.9959467    0.039325604
            3.6      1.3716389    0.044953671      1.3803361    0.045506166      1.3713927    0.044919107
            3.8     0.92178579    0.032925634     0.92786573    0.033463952      0.9211477    0.032853388
              4     0.92178579    0.032925634     0.92786573    0.033463952      0.9211477    0.032853388
