#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.296183     0.11189217      20.208921     0.11144187      20.419147     0.11253099
            0.2      56.910399     0.18722874      56.652082      0.1864383      57.273956      0.1883442
            0.4      84.512648     0.22598949      84.097646     0.22486614      85.094952     0.22755164
            0.6       102.6792     0.26669809       102.1316      0.2651339      103.44779     0.26892133
            0.8      114.04908     0.27895056      113.38931      0.2768013      114.97485     0.28201176
              1      119.95027     0.27905861      119.22196     0.27742995      120.97524     0.28133282
            1.2       124.0992     0.28485464      123.31187      0.2834301      125.21044     0.28688942
            1.4      128.71808     0.28582846      127.86628     0.28399596        129.924     0.28846621
            1.6       134.8013     0.29417373      133.88812     0.29223987      136.09521     0.29685651
            1.8      142.92808     0.30631139      141.92595      0.3043723      144.34789     0.30917663
              2       154.3213     0.31460455      153.21148     0.31252637      155.89262      0.3175825
            2.2       169.4542     0.33000196      168.19531     0.32775772      171.22751     0.33321929
            2.4      189.87764     0.35918963      188.42818     0.35622785      191.90087     0.36333564
            2.6      214.18778     0.42590322      212.51069     0.42355529      216.50095     0.42901073
            2.8      241.12779     0.42490268      239.18326     0.41994108      243.76693     0.43227973
              3      235.17622     0.40287678      233.31403      0.4000686      237.70415     0.40689304
            3.2      79.209404     0.25140358      78.682156     0.25070833      79.993083     0.25325926
            3.4      30.860093     0.15092845      30.702743     0.14998647      31.125305     0.15260246
            3.6      13.820124     0.12385152      13.769779     0.12364423      13.918275     0.12444282
            3.8      6.3001599    0.064733607      6.2833631    0.064677978      6.3389131    0.065108819
              4      3.0210589    0.055917232      3.0162489    0.056137257      3.0368484    0.056180672
            4.2      1.4108986    0.030473952      1.4094955    0.030504291      1.4171672     0.03060442
            4.4     0.65055401    0.018976019     0.65004139     0.01896048     0.65309856    0.019051064
            4.6     0.29035427    0.015068103     0.29022864    0.014996394     0.29155305    0.015199245
            4.8     0.14601967    0.016780692       0.146096    0.016793054     0.14650653    0.016870013
              5     0.14601967    0.016780692       0.146096    0.016793054     0.14650653    0.016870013
