#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.6982445    0.072052368      6.6630146     0.07186882      6.7570875    0.072607108
           -3.8      8.4358936    0.075066296      8.3873149    0.074568546      8.5132783    0.075779244
           -3.6      10.248487    0.080619295      10.186653    0.080230351      10.343466    0.081304241
           -3.4      12.823834    0.090195426      12.741802    0.089696513      12.946349    0.090999386
           -3.2      15.932184     0.10764564      15.823632     0.10709572      16.093008       0.108799
             -3      19.362078     0.10973164      19.226401     0.10892513      19.557105     0.11069919
           -2.8      23.951027      0.1220671      23.781914     0.12126556      24.194282     0.12322457
           -2.6      29.252992     0.13800718      29.038095     0.13688782      29.560238     0.13963429
           -2.4      35.696626      0.1606672      35.430595     0.15887779      36.078251      0.1633374
           -2.2      43.173876     0.16784994      42.852452     0.16647751      43.635476     0.16986045
             -2      51.518231     0.18425608      51.139812     0.18287817      52.062853     0.18623151
           -1.8      60.840907     0.20465097      60.395136     0.20310286      61.482789     0.20688414
           -1.6      71.262453      0.2137838       70.74452     0.21230267      72.008083     0.21593071
           -1.4      81.815905     0.24145561      81.224365     0.23966151      82.663468     0.24397157
           -1.2      93.425828     0.25520411      92.760257     0.25340587      94.368515     0.25766238
             -1      103.62788     0.26126595      102.90417     0.25959607      104.64098     0.26359356
           -0.8      113.94109     0.27725963      113.16009     0.27553169      115.01415     0.27961382
           -0.6      121.45092     0.30167743      120.63387     0.30049167      122.55584     0.30370232
           -0.4       127.3915     0.31874104       126.5474     0.31735043      128.50815     0.32047901
           -0.2      130.50819     0.30519251      129.64925     0.30373814      131.62489     0.30705203
              0      130.47565      0.3042545      129.61162     0.30214592       131.5993     0.30700787
            0.2       126.7362     0.28590492      125.90235     0.28421522      127.84147     0.28815771
            0.4      121.17827     0.29373727      120.35728     0.29136294      122.28579     0.29703697
            0.6      113.52445     0.28329054      112.72616     0.28162261      114.61755     0.28632792
            0.8      102.98383     0.26457907      102.26343     0.26292422      103.99342     0.26687647
              1      93.091247     0.24473712      92.422731     0.24298301      94.038923      0.2471926
            1.2      82.519625     0.25287072      81.919303     0.25128524      83.376966     0.25493866
            1.4      70.966045     0.23247387      70.448659     0.23035539      71.710578      0.2355575
            1.6      61.133746     0.20872469      60.679981     0.20672005      61.787467     0.21154876
            1.8      51.330219     0.18484423      50.949327     0.18329992      51.877739     0.18703744
              2      42.974552     0.16577299      42.658097     0.16456824      43.428885     0.16750001
            2.2      35.761633     0.15547112      35.497796     0.15422919      36.138612     0.15714841
            2.4      29.488485     0.15883168      29.267433     0.15373575      29.802796     0.16579565
            2.6      24.164159     0.12730896      23.992664     0.12632617      24.410602      0.1287465
            2.8      19.533254     0.11201319      19.396103     0.11128599      19.730953     0.11310284
              3      15.973707      0.1067662      15.867714     0.10623248      16.129665     0.10774421
            3.2      12.788456     0.11763881      12.704996       0.117194      12.913343     0.11837585
            3.4      10.199217    0.081885379        10.1374    0.081434492      10.294983    0.082609509
            3.6       8.303062      0.0726437      8.2565514    0.072264728      8.3777595    0.073331002
            3.8      6.5774091    0.069507347      6.5443169    0.069417069      6.6347988    0.070018742
              4      6.5774091    0.069507347      6.5443169    0.069417069      6.6347988    0.070018742
