#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.389268    0.090637453      13.335523      0.0902796      13.464914     0.09114285
            0.2       38.49727     0.16098736      38.335887     0.16055367      38.724178     0.16162415
            0.4      58.757532     0.19222771      58.489399     0.19147097      59.132777     0.19330116
            0.6      75.601034     0.22267057      75.230942     0.22119052      76.119634     0.22477968
            0.8      88.332428     0.23237001      87.867589       0.231237      88.984216     0.23395898
              1      98.844556     0.26363175      98.290207     0.26194024      99.623291     0.26616425
            1.2      107.73884      0.2636427      107.09665     0.26195669      108.64318     0.26603323
            1.4      116.43736      0.2737685      115.70744     0.27204258      117.46645     0.27607555
            1.6      126.35509     0.28884493      125.52304     0.28677646      127.52928     0.29184254
            1.8       135.9177     0.29434102      134.98369      0.2922562      137.23627     0.29728492
              2      149.16121     0.34705623      148.10363     0.34559694      150.65229     0.34894358
            2.2      165.52667     0.33696806      164.31082     0.33482091      167.23344     0.34000226
            2.4       185.6616     0.35514928      184.24207     0.35238699      187.63806     0.35898283
            2.6      210.46253     0.38343635      208.81021     0.38060018      212.73673     0.38743242
            2.8      238.53656     0.41686208      236.61871     0.41240067      241.14431     0.42292823
              3      241.34329     0.40566863      239.39244     0.40259127      243.98025     0.41051342
            3.2      118.68933     0.30856859      117.82568     0.30761874      119.92666     0.31043579
            3.4       67.91695     0.22692378      67.452861      0.2247836      68.608315     0.23015967
            3.6      42.670011     0.17703527      42.407737     0.17624456      43.081888     0.17872024
            3.8      28.073859     0.13942148      27.911133     0.13895296       28.33376      0.1406452
              4      18.965968     0.11441464      18.859133     0.11354804      19.137354     0.11582107
            4.2      12.989669    0.095161307      12.916583    0.094237798      13.107401    0.096502983
            4.4      8.8359188    0.075899532      8.7884125    0.075754619      8.9118402    0.076502466
            4.6      6.1798108    0.068278209      6.1470285    0.067874583      6.2330728    0.068955201
            4.8      4.2412602      0.0531068      4.2196648    0.052880099        4.27639    0.053522473
              5      4.2412602      0.0531068      4.2196648    0.052880099        4.27639    0.053522473
