#        etatop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      4.4247696    0.056706499       4.403932    0.056613166      4.4554943    0.056968637
           -3.8      6.4223506    0.069952407      6.3913743    0.069696812        6.46769    0.070325578
           -3.6      9.0120949     0.10525399      8.9683532     0.10533638       9.076446     0.10526669
           -3.4      12.702315     0.10525849      12.635519     0.10506766      12.799028     0.10553292
           -3.2      17.697817     0.11508426      17.604887     0.11465039      17.833182     0.11583194
             -3      23.438393     0.13257926        23.3117      0.1319686      23.623255     0.13370063
           -2.8      30.784293     0.14467104      30.613478     0.14399865      31.033772     0.14577949
           -2.6      39.829428     0.19816316      39.601637     0.19784883      40.160122     0.19920791
           -2.4      49.182415     0.19366837      48.885973     0.19269769      49.609627     0.19532518
           -2.2      58.735199     0.19963623      58.372492     0.19837668      59.254491     0.20141804
             -2      68.847543     0.21076807      68.406169     0.20958065      69.475816     0.21253284
           -1.8      78.377773     0.23160679      77.854799     0.22963052      79.116439      0.2342692
           -1.6      86.366584     0.23960293       85.77484     0.23780752      87.200299     0.24231644
           -1.4      92.749972     0.24524388      92.097637     0.24315899      93.664184     0.24802688
           -1.2      97.247339     0.24992222      96.545446     0.24805391      98.228587     0.25256281
             -1      99.492673     0.25600647      98.761178     0.25368721      100.51084     0.25923172
           -0.8      100.08492     0.25264973      99.335497     0.25062176      101.12196      0.2555087
           -0.6       100.5996      0.2522762      99.840537     0.25037837      101.64681     0.25486081
           -0.4       99.71045     0.24998694        98.9552     0.24822865      100.75027     0.25243148
           -0.2      99.245215     0.25206729      98.482959     0.24998047       100.2939     0.25495038
              0      99.045382     0.25503001      98.289918     0.25308196      100.08538     0.25770565
            0.2      100.03091     0.25637209      99.269332     0.25392094      101.08067     0.25988028
            0.4       99.99111      0.2500502      99.239197     0.24825936      101.03041     0.25255942
            0.6      100.23026     0.25032655      99.486561     0.24847273      101.26013      0.2528695
            0.8        99.5327     0.25910993      98.804242     0.25754068      100.54496     0.26140016
              1      97.539573     0.25655532      96.833781     0.25443836      98.527167     0.25958236
            1.2      92.518663     0.24532683      91.866505     0.24356664      93.433884     0.24784882
            1.4      86.574267     0.23462285      85.982251     0.23302826      87.407309     0.23687598
            1.6      78.585547     0.25655472      78.066122     0.25498755      79.321266     0.25898072
            1.8      69.183053     0.21928397      68.741722      0.2180408      69.811748     0.22097822
              2      59.135586     0.21811539      58.766687     0.21687424      59.663439     0.21999755
            2.2      49.031319     0.18797969      48.724109     0.18770269      49.466608     0.18988851
            2.4      39.550473     0.18726706      39.313336     0.18275635       39.89108     0.19347982
            2.6      30.872971     0.15252033       30.70187      0.1518982      31.121675     0.15352089
            2.8      23.339218     0.13716728      23.214394     0.13673639      23.520638     0.13792347
              3      17.465847      0.1638644      17.377912     0.16420525      17.596065     0.16327609
            3.2      12.658939     0.10227927      12.591759     0.10160541      12.756152     0.10315233
            3.4      9.1779149    0.094579858      9.1307155    0.094231826      9.2458972    0.095036614
            3.6       6.356908    0.069093632      6.3260742    0.068892693      6.4022031    0.069462969
            3.8      4.4356378    0.066837814      4.4134135    0.066498408      4.4673983    0.067183648
              4      4.4356378    0.066837814      4.4134135    0.066498408      4.4673983    0.067183648
