#    dyHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4    0.030503976    0.017516835    0.025210495    0.016502604    0.031946695    0.017810269
           -3.8     0.19969935    0.025081243     0.19783271    0.024958906     0.20497929    0.025440043
           -3.6     0.26793807    0.025968443     0.26270636    0.025944919     0.26793878    0.025968431
           -3.4     0.41727327    0.031533035     0.41338875    0.031783636     0.41799034    0.031576003
           -3.2     0.99791785    0.047663858     0.99791785    0.047663858     0.99907048    0.047711894
             -3      2.0711894    0.069250467      2.0697298    0.069766897      2.0737268    0.069361951
           -2.8      3.6530739    0.092107633      3.6441201    0.092620485      3.6575414     0.09225989
           -2.6      6.0816477     0.11962768      6.0636709     0.12140174      6.0902478     0.11983555
           -2.4      9.1947248      0.1483323      9.1947249      0.1483323      9.2056762     0.14846109
           -2.2      14.656028     0.19104526      14.656028     0.19104525      14.683805     0.19422234
             -2      21.333389     0.23250732      21.333352       0.232507       21.42931     0.23677261
           -1.8      30.939463     0.27981334      30.930732     0.27966596      31.058338     0.28374836
           -1.6      45.797053     0.34374322      45.758708     0.34387203      46.049071     0.35204334
           -1.4      64.643016     0.40761515      64.521136     0.40665168      65.089297     0.41915103
           -1.2      87.988094     0.48363512      87.686208     0.48210722      88.680248     0.49642843
             -1      118.75896     0.55461772      118.11557     0.55198283      119.92018     0.57006295
           -0.8       152.5195     0.63250574       151.5165     0.62791882      154.17015     0.65171178
           -0.6      190.52968     0.69637109      188.86929     0.68953133      193.11621     0.73270883
           -0.4      219.51458     0.75392713      217.29728     0.74406271      222.53557     0.78612765
           -0.2      235.94331     0.77449032      233.41747     0.76405111      239.23043     0.80424118
              0      236.84837     0.78353302      234.24992     0.77411134      240.46712     0.81143181
            0.2      219.35918     0.74619061      217.10297     0.73931873      222.46186     0.77183089
            0.4       189.4191      0.7051378      187.67394      0.6995869      192.05634     0.72627547
            0.6      154.80319     0.63452106      153.54205     0.63034832      156.77943     0.65101772
            0.8      118.28891     0.55311159      117.47651     0.54980725      119.62871     0.56997723
              1      87.736508     0.48278645      87.257353     0.48063455      88.683487     0.49126283
            1.2      64.253376     0.40606637      63.990721     0.40487326      64.743832     0.41071934
            1.4      44.687576     0.33862224      44.560364     0.33837103        45.0318      0.3458551
            1.6      31.416545     0.27912843      31.345236     0.27891152      31.584536     0.28138221
            1.8      21.337812     0.23176035      21.291214     0.23107434      21.434307     0.23439308
              2      14.120848     0.18576157      14.095926     0.18555199      14.173499     0.18854991
            2.2      9.0065427     0.14776707       8.990337     0.14756419       9.006758     0.14954869
            2.4      5.6187734     0.11658743      5.6095838     0.11642614      5.6475952     0.11787372
            2.6      3.4980682    0.091699363      3.4948282    0.091613535       3.507672    0.092137439
            2.8      2.0796791    0.068481495      2.0758652    0.068409814      2.0927237    0.069106724
              3      1.0569249    0.048917436      1.0553545     0.04883887      1.0585306     0.04930563
            3.2     0.42654356    0.031409238     0.42454394    0.031463332     0.42694308    0.031404171
            3.4     0.23689544     0.02605192     0.20594256    0.024655365     0.24107481    0.026215632
            3.6     0.12903927    0.022082877     0.11222082    0.020909668     0.12903927    0.022082877
            3.8     0.09642765     0.02161936    0.090763466     0.02104746     0.10519741    0.022512606
              4     0.09642765     0.02161936    0.090763466     0.02104746     0.10519741    0.022512606
