#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.8207949    0.099790547       3.796113    0.098947063      3.8678665     0.10192212
           -3.8      5.4862932     0.12123945      5.4428167       0.120062      5.5746729     0.12502901
           -3.6      8.1696214     0.14620913      8.1209361     0.14518265      8.2546971     0.14853293
           -3.4      12.071099     0.17774495      11.982474     0.17606084      12.230217     0.18223745
           -3.2      16.615735     0.20787504      16.488174     0.20625567       16.79147     0.21214596
             -3      22.229104     0.24369489      22.046853     0.24102815        22.4901     0.24888222
           -2.8      29.955094     0.27856303      29.673814     0.27541894       30.32481     0.28551917
           -2.6      39.270498     0.32381547      38.866329     0.31957296      39.789866     0.33392012
           -2.4      48.722484     0.35559944       48.21872     0.35168514      49.316927     0.36570307
           -2.2      59.474508      0.3945655      58.859799     0.38959926      60.181293     0.40199424
             -2      69.722187       0.424805      68.964361     0.41969982      70.572187     0.43656065
           -1.8      79.558121     0.45150613      78.660476     0.44664139      80.620208     0.46275221
           -1.6      87.831587     0.47653325      86.823282     0.46999987      89.073187     0.49443793
           -1.4      94.877415     0.49067307      93.799999     0.48504915      96.069364     0.50154965
           -1.2      100.21338      0.5056137      99.103876      0.5001142       101.6557     0.51930852
             -1      102.95151     0.51421926      101.82031     0.50849615      104.39088     0.53012392
           -0.8      102.98649     0.50861405      101.87019     0.50384918      104.40697     0.52189553
           -0.6      103.07849     0.50676633      102.01923     0.50199265      104.40005     0.51684298
           -0.4      103.27926     0.51449955      102.25515     0.51005432      104.62705     0.52928596
           -0.2      102.01819     0.50583568      101.03366      0.5014072      103.33127     0.51712168
              0      102.61509     0.51619969      101.67995     0.51151686      103.82381     0.52326015
            0.2      103.81875     0.51242013      102.95385     0.50863377      105.02164     0.52596808
            0.4      103.23481     0.50824263      102.47804     0.50540672      104.25807     0.51747683
            0.6      103.65682     0.51110356      102.95498     0.50862004      104.81099     0.52466157
            0.8      101.76142     0.51506227      101.10544     0.51183152      102.76293     0.52346119
              1      99.286924     0.49969454      98.787659     0.49802688      100.20189     0.51264923
            1.2      95.175376     0.49411801      94.756379     0.49241342      96.050975     0.50092562
            1.4      88.821961     0.48186625      88.513372     0.48119643      89.380139     0.49174561
            1.6      80.755229     0.45914165      80.537026     0.45823469      81.536677     0.46828993
            1.8      70.452882     0.42630823      70.367469     0.42672493       70.93923     0.43471833
              2      58.900492     0.39706454      58.838348     0.39741825      59.314651     0.40364619
            2.2      48.847179     0.35890182      48.847178     0.35890181       49.11144      0.3645419
            2.4      39.413444     0.32181118       39.41344     0.32181117      39.752951     0.32737395
            2.6      30.304695      0.2857733      30.304695      0.2857733      30.465922     0.28966772
            2.8      22.544413     0.24675475      22.544413     0.24675475      22.666021     0.25064623
              3      17.023199     0.21235448      17.023196      0.2123545      17.071952     0.21311727
            3.2      11.745859     0.17868912      11.745859     0.17868912      11.803569     0.17930891
            3.4      8.5260099     0.15218487      8.5251121     0.15217308      8.5892875     0.15483223
            3.6      5.5240652     0.12175407      5.5240652     0.12175407      5.5428545     0.12227007
            3.8      3.8833474     0.10114111      3.8833476     0.10114111      3.9329506     0.10346577
              4      3.8833474     0.10114111      3.8833476     0.10114111      3.9329506     0.10346577
