#     detattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      6.5767101     0.12469562      6.5733531     0.12543522      6.6068436     0.12522054
           -3.8      8.0561398     0.13925352      8.0270537     0.14013076      8.0961128     0.13982926
           -3.6      10.288339     0.15735327      10.272544     0.15809699      10.333334     0.15795717
           -3.4      12.729606      0.1747378      12.729607      0.1747378      12.773905     0.17523276
           -3.2      15.830204      0.1965995      15.824431      0.1971677      15.890832     0.19737318
             -3      19.601967      0.2187129      19.593426     0.22110364      19.669367     0.21939044
           -2.8      24.253381     0.24326731      24.252184     0.24355547      24.305147     0.24371636
           -2.6      29.575944     0.26865238      29.575944     0.26865238      29.628579     0.26914237
           -2.4      36.030143     0.29813918      36.030143     0.29813918      36.152287     0.30129815
           -2.2      43.574628     0.33203412      43.570631     0.33215229      43.695691     0.33385387
             -2      52.958094     0.36485324      52.898291     0.36467232      53.156628     0.36911774
           -1.8       61.54498     0.39632294      61.428471     0.39589689      61.801194     0.40088277
           -1.6      72.761843     0.42782526      72.535465      0.4268707      73.260335     0.43511109
           -1.4      84.109988     0.46345195         83.706     0.46213212      84.820405     0.47422861
           -1.2      95.563053     0.49362291      94.963953     0.49112397      96.484688     0.50141944
             -1      105.78298     0.52030223      104.92999      0.5163129      106.92688     0.53283259
           -0.8      115.82999     0.54658008      114.77504      0.5432993      117.37354       0.560369
           -0.6      123.14989     0.56686774       121.8237     0.56151388      124.96974     0.58399966
           -0.4       129.7296     0.58589199      128.10062     0.57772165      131.91586     0.60591748
           -0.2      132.89361     0.60233295      131.10729     0.59177907      135.35163     0.62895332
              0      132.70022      0.6014393      130.95873     0.59115703      135.15452     0.62603768
            0.2      129.29732      0.5880894       127.6665     0.57946324      131.36444     0.61316637
            0.4      124.60447      0.5805327      123.07337     0.57337159      126.67023     0.59181578
            0.6      115.41131     0.54974017      114.14504     0.54504484      117.06899     0.56157695
            0.8      105.66282     0.52198534      104.57643     0.51761473      107.10297     0.54057111
              1      95.261767     0.49672307      94.393784      0.4929918      96.409312     0.50754573
            1.2      83.084014     0.46438868      82.427138      0.4612685      84.042225     0.47027864
            1.4      72.294317     0.42909555      71.798177     0.42641667      72.990411     0.43728263
            1.6      61.439765     0.39585972      61.087667     0.39452853      61.971975      0.4015551
            1.8      52.057922     0.36426916      51.800696     0.36272423      52.504061     0.36792116
              2      43.363514     0.33071914      43.157924     0.32922077      43.713615     0.33607622
            2.2      35.666898     0.29913081      35.537456     0.29823228       35.90974     0.30160357
            2.4      29.889581     0.27139907      29.820464     0.27072716      30.073102     0.27372687
            2.6      24.227312     0.24559788      24.174126     0.24531519      24.334539     0.24737314
            2.8      19.851775     0.21945997      19.824915     0.21921248      19.925138     0.22099846
              3      15.425374     0.19250144      15.414623     0.19240502      15.495633     0.19450422
            3.2       12.71412     0.17412641      12.713498     0.17426137       12.76983     0.17503552
            3.4      9.8256543     0.15150582      9.8256541     0.15150581      9.8355995     0.15327451
            3.6      8.4475501     0.14172111      8.4475872     0.14172348      8.4697748     0.14204476
            3.8       6.404975     0.12338904      6.4049755     0.12338905      6.4313052     0.12486041
              4       6.404975     0.12338904      6.4049755     0.12338905      6.4313052     0.12486041
