# ptHiggs+top+t        central        num_err    min (scale)        num_err    max (scale)        num_err
# bar
              0       4.905029    0.019249844      4.8853019    0.019303649      4.9766837     0.02008809
             10       5.913203    0.019271091      5.8569693    0.019103367       5.996955    0.020536877
             20      5.1334816    0.016946774      5.0762157    0.016759394      5.2098823    0.017997837
             30      4.3379162    0.015250162      4.2886425    0.015059163      4.4164399    0.016036919
             40      3.6186636    0.013722624      3.5792456    0.013565307       3.671837     0.01445494
             50      3.0394763    0.012310255      3.0085323    0.012174824      3.0791935    0.012666716
             60      2.6032519    0.011313887      2.5779915    0.011192021      2.6331688    0.011791354
             70      2.2147556    0.010311277       2.195967    0.010220406      2.2414769    0.010666352
             80      1.8818721   0.0093581724      1.8665123   0.0092638653      1.9004262    0.009535344
             90      1.6248687   0.0086674841      1.6132345    0.008585904      1.6366923   0.0088920016
            100       1.411271   0.0079793635      1.4022927    0.007923279      1.4219522    0.008080648
            110      1.2349572   0.0074030146      1.2279538   0.0073535877      1.2429766   0.0075423579
            120       1.057103   0.0067298542      1.0518562   0.0066930403      1.0630216   0.0067772072
            130     0.93380951   0.0063256983     0.93003597    0.006287069     0.93698005   0.0063978685
            140     0.82179611   0.0058279229     0.81848706   0.0058085838      0.8243396   0.0058768306
            150     0.71055733   0.0053858534     0.70836912   0.0053665933     0.71161963   0.0054404325
            160     0.62729489   0.0050139901     0.62574642   0.0049988425       0.628538   0.0050647954
            170     0.55215723   0.0046739572     0.55095489   0.0046622765     0.55342493   0.0047019022
            180     0.49681801   0.0043856041     0.49588498   0.0043762487     0.49717066   0.0044157468
            190     0.44260527   0.0041052055     0.44185861   0.0040977808     0.44326413   0.0041382021
            200     0.39651944   0.0038600668     0.39597801   0.0038521148     0.39704548   0.0038896543
            210     0.35082993   0.0036033696     0.35040178   0.0035976823     0.35117345   0.0036089572
            220     0.32035362   0.0034365044     0.32002137    0.003431075     0.32039497    0.003458844
            230     0.28367203   0.0032266876     0.28343822   0.0032234418     0.28377695   0.0032304879
            240     0.26098066    0.003074954     0.26083049   0.0030718453     0.26109112   0.0030782529
            250     0.23921949   0.0029297988     0.23903912   0.0029267575     0.23962557    0.002952407
            260     0.21718236   0.0027843242     0.21691412   0.0027923108     0.21718236   0.0027843242
            270     0.19678132   0.0026534564     0.19664062   0.0026509219     0.19698864    0.002662948
            280     0.17850915   0.0025120629     0.17841096   0.0025107037     0.17854981   0.0025133843
            290     0.16070693    0.002382572     0.16065702   0.0023815469     0.16070746   0.0023831974
            300     0.14717141   0.0022648788     0.14713792   0.0022638743     0.14717141   0.0022648788
