#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.489751     0.17955009      13.298264     0.17731608      13.646776     0.18305215
            0.2      39.000875     0.31036275      38.431602     0.30623117      39.668991     0.31747664
            0.4      59.886985     0.38146025      59.086893     0.37710858      60.810083     0.39583656
            0.6      77.173484     0.43694231      76.206145     0.43278325      78.255033     0.45536525
            0.8      90.620984     0.47363853      89.532797     0.46866442       91.69069     0.48488872
              1      100.91394     0.50045349      99.792702     0.49533108       102.1386     0.51088372
            1.2      110.09251     0.52150265      108.98215     0.51669316      111.34525     0.53462019
            1.4       119.5055      0.5451494      118.38927     0.54198747      120.89351     0.55687419
            1.6      127.70635     0.56636267      126.68068     0.56220778      128.98671     0.57801098
            1.8      137.91891     0.58881858      136.90165     0.58519518      139.20986     0.59977201
              2      151.44469     0.62767087      150.44967     0.62358427      153.04599     0.63782621
            2.2      168.37488     0.65426831      167.36987     0.65009861      170.12119     0.67136694
            2.4      189.85438     0.70064227      188.82581     0.69730573       191.5796     0.70997977
            2.6      214.90282     0.74807094       213.7356     0.74404899      217.10598     0.76568262
            2.8      243.90093     0.81839373      242.52508     0.81117562      246.54909     0.84884829
              3      246.30901     0.80623626       244.8158     0.80306394       249.4962     0.83721758
            3.2      121.89431     0.58429082      121.21549     0.57871997      123.42544     0.60810143
            3.4      69.257359     0.43274516      68.832046       0.429936      70.197508     0.45072033
            3.6      43.818747     0.33718782      43.597079     0.33535304      44.287995     0.34643083
            3.8      28.515199     0.26895426      28.367045     0.26764408      28.957712     0.27832141
              4      18.933311     0.21710232      18.829717     0.21582747      19.098118     0.22489842
            4.2      12.746149     0.17890058       12.67265     0.17800601      12.903544     0.18411204
            4.4       8.652364     0.14545649      8.6076175     0.14484239      8.6970107     0.15068625
            4.6      5.9468449     0.11993796       5.909344      0.1189895      5.9809079     0.12241133
            4.8      3.8033276    0.096427126      3.7772341    0.095630198      3.8044858    0.098515847
              5      3.8033276    0.096427126      3.7772341    0.095630198      3.8044858    0.098515847
