#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      115.25588     0.53699561      113.61342     0.53024744      116.99883     0.57322683
            0.2      113.74732      0.5298668      112.18286     0.52278161      115.67259     0.55120249
            0.4      113.75244     0.53006704      112.31554     0.52441637      115.43549     0.54890194
            0.6      112.72289     0.52983669      111.47479     0.52461598        114.058     0.55068456
            0.8      113.27376     0.52824251      112.11416     0.52326981      114.72067     0.53939537
              1      115.25609     0.54192261      114.19299     0.53706131      116.53503     0.56161118
            1.2      118.33194     0.54539144      117.42617     0.54160556      119.53097     0.55840174
            1.4      123.58459     0.55617489      122.69375     0.55254229      124.89931     0.56569791
            1.6      133.04843     0.57621645      132.21815     0.57260696      134.27707      0.5877943
            1.8      143.74242      0.6058732      142.95822     0.60343344      145.12106     0.62187676
              2      158.85426     0.64421154      158.07691     0.64230989      160.34908     0.65889312
            2.2       178.4402     0.67912158      177.58114     0.67593376      180.06366     0.69669404
            2.4      200.38278     0.73838089      199.43168     0.73470025      202.35204     0.75717862
            2.6      228.90636     0.78258521      227.80142     0.77810228      231.23645     0.80649136
            2.8      256.15972     0.83099698      254.75843     0.82490588      258.81949     0.87075601
              3      193.34174     0.73101946      191.87363      0.7213658      196.45215     0.79895946
            3.2      193.34174     0.73101946      191.87363      0.7213658      196.45215     0.79895946
