#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.9576974     0.10145515      3.8696797    0.099532673      4.0516646     0.10365458
           -3.8      5.6159909     0.12040949      5.4961597     0.11827586      5.7370567     0.12341341
           -3.6      8.0527831     0.14467879      7.8895842     0.14235052      8.2149101     0.14907478
           -3.4      11.309377     0.17288447      11.088639     0.16986211      11.561052     0.17904034
           -3.2      16.372642     0.20974384       16.06282     0.20625454      16.798054     0.21761591
             -3      22.235188     0.24603018      21.820909      0.2411993      22.663233     0.25311395
           -2.8      29.467764     0.27836497      28.967341      0.2737421       29.97264     0.28441475
           -2.6      37.756846     0.31546311      37.153458      0.3096385      38.467694     0.32323877
           -2.4      47.467616     0.35203264      46.754039     0.34652837      48.169207     0.36263095
           -2.2      57.245125     0.38577259      56.443252      0.3803713      58.123974     0.39442188
             -2      68.067599     0.41922085       67.17411     0.41333063      69.088452     0.43054405
           -1.8      78.833031     0.45077492      77.926785     0.44510803      79.937041     0.46111287
           -1.6       88.30931     0.47355591      87.353803     0.46851725      89.533542     0.48306299
           -1.4      94.364685     0.49235821      93.466686     0.48729279      95.532712     0.50129198
           -1.2      100.59825      0.5055344      99.723793     0.50108665      101.75728     0.51441665
             -1      103.35238     0.51262527      102.56931     0.50841366      104.47529     0.52485418
           -0.8      105.28598      0.5170575      104.59234     0.51338934      106.31284     0.52603781
           -0.6       105.4577     0.51502403      104.87143     0.51186554       106.4289     0.52551083
           -0.4      105.55776     0.51571619      105.03047     0.51312918      106.40263     0.52311429
           -0.2      105.65716     0.51978613      105.23061      0.5176175      106.56935     0.53346323
              0      105.07677     0.51598528      104.68355     0.51395141      105.81434     0.52948562
            0.2        105.534     0.51719154      105.16501     0.51573296      106.34626     0.52362418
            0.4        104.597     0.51509739      104.27603     0.51379827      105.32784     0.52304062
            0.6      105.44155     0.51761781      105.08553     0.51658033      106.22959     0.52933756
            0.8      102.24883     0.50890275       101.9231     0.50742677      103.05051     0.52126262
              1      100.41665     0.50646848      100.05561     0.50542901      101.21363     0.51638282
            1.2       94.18423     0.49620291      93.788036      0.4943687      95.135675     0.50877954
            1.4      88.100352     0.48059968      87.747244     0.48025226      88.839751     0.49339526
            1.6      78.957462      0.4512959      78.591022     0.45080872      79.784678      0.4585536
            1.8      68.613858     0.42101573      68.236422     0.41896281       69.46966     0.43263576
              2      57.636226     0.39032952      57.292145     0.38903055       58.30523     0.39896246
            2.2      47.606327     0.35706917      47.284394     0.35539769      48.156241     0.36784256
            2.4      38.665579     0.32188669      38.381353      0.3201488      39.159709     0.32854169
            2.6      29.656388     0.28389839      29.395869     0.28254014      30.136689      0.2910751
            2.8      22.201776     0.24776382       21.98193     0.24627973      22.521392     0.25385327
              3      16.247633     0.21128535      16.088801     0.20950405      16.410221     0.21720648
            3.2       11.67239     0.17649446      11.526019     0.17501339      11.850878     0.18202295
            3.4      8.3824252     0.15091865      8.2827002     0.14913699      8.5998709     0.15731542
            3.6      5.4941474     0.12338037      5.4201315     0.12216574      5.5465443     0.12641586
            3.8      3.6958179     0.10048308      3.6416813    0.099406724      3.7582667     0.10284396
              4      3.6958179     0.10048308      3.6416813    0.099406724      3.7582667     0.10284396
