#   dyHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.12584892    0.024688353     0.12584892    0.024688353     0.15091184    0.026151241
           -3.8     0.16180943     0.02215821     0.16180943     0.02215821     0.17059783    0.022080626
           -3.6    0.050244604    0.012791611    0.030641874    0.010501338     0.07745116    0.015467626
           -3.4    0.074024877    0.016220147    0.060861201    0.014925742    0.081961494    0.016929739
           -3.2     0.73503216    0.041439813     0.70349451    0.041109267     0.75314785    0.041962259
             -3      2.0621615    0.068923487      2.0593626    0.068825749      2.0642977    0.069539192
           -2.8       3.527674     0.09077394      3.5204069    0.090650978      3.5349557    0.091635038
           -2.6      6.0191141     0.11871245      6.0025365     0.11846442      6.0548491     0.12019308
           -2.4      9.4192574     0.15121702      9.3997576     0.15101875       9.442656     0.15338942
           -2.2      13.836539     0.18415658      13.783916     0.18334459      13.879532     0.18700268
             -2      21.065421     0.23224364       21.01171     0.23204721      21.199733     0.23660761
           -1.8      31.546855       0.284042      31.417943     0.28302187      31.836566     0.28895472
           -1.6       45.25234     0.34334851      45.057448     0.34220282      45.633936     0.35196846
           -1.4       64.13743     0.40397484      63.840349     0.40265255      64.772054     0.41860212
           -1.2      88.358642     0.48200282      87.805075     0.47826828      89.212201     0.49384174
             -1      118.40122     0.55918551       117.5524     0.55504403      119.82401     0.57235547
           -0.8      154.24643     0.63198717      152.96882     0.62623587       156.1723     0.65877622
           -0.6      187.34318     0.69351933      185.56813     0.68632859      190.17916     0.72381418
           -0.4      219.54496     0.75733008      217.20205     0.74778228      222.89713     0.79173226
           -0.2      236.31657     0.77583111      233.76664     0.76698763      239.67088     0.80492061
              0       237.3976     0.77845274      234.85287     0.77178947       240.5722      0.8267262
            0.2      219.45928      0.7472313      217.35231     0.74028151      222.46651     0.76575499
            0.4      188.52854     0.69281751      186.98848     0.68693919      190.95239     0.72120991
            0.6       153.4197     0.62942303      152.38908     0.62502802      155.24597     0.64445289
            0.8      118.76304     0.55754766      118.19152     0.55514225      119.90148     0.56819618
              1      88.906884     0.48431511      88.657154     0.48389468      89.463038     0.49205914
            1.2      64.215584     0.40659657      64.111179     0.40660799       64.67447     0.41096319
            1.4      45.364217      0.3392909      45.364212     0.33929087      45.513991     0.34323371
            1.6       31.30118     0.28137747       31.30118     0.28137747      31.388555     0.28602678
            1.8      21.294639     0.23115232       21.29464     0.23115232      21.324409      0.2315498
              2      14.070582      0.1870205       14.05491     0.18830341      14.116768     0.18689842
            2.2      9.3087787      0.1499203      9.2986295     0.15047535      9.3324744     0.15006303
            2.4      5.8291302     0.11768636      5.8291294     0.11768635      5.8427218     0.11789277
            2.6       3.542414    0.091383041      3.5362875    0.091707894      3.5495066    0.091484753
            2.8      2.1019342    0.068712858      2.0973686    0.069159134      2.1083432    0.068893675
              3     0.95380853    0.046214709     0.95285409    0.046171968     0.95570285    0.046294609
            3.2     0.51894822    0.035460595     0.51089015    0.035247444     0.52630971     0.03583495
            3.4     0.26962722    0.027299362     0.26916614    0.027307032     0.26962722    0.027299362
            3.6     0.13084131     0.02213805     0.12865867     0.02226899     0.13084131     0.02213805
            3.8    0.046254894    0.015977118    0.032980047    0.014367299    0.050155197     0.01616532
              4    0.046254894    0.015977118    0.032980047    0.014367299    0.050155197     0.01616532
