# R_yttbarHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.6991721     0.11292631      6.6399705     0.11179679       6.727419     0.11735728
            0.2      19.814793     0.19741932       19.63789     0.19504003      19.936712     0.20901056
            0.4      30.496916     0.24396121      30.199806     0.24095463      30.802054     0.25442246
            0.6      38.128004     0.27269287      37.770707     0.26972236      38.513398     0.28035406
            0.8      43.272891     0.29158279      42.864425     0.28848694      43.755249     0.30131801
              1      46.894685     0.30441855       46.44672     0.30090079      47.316493     0.32016913
            1.2      50.705142       0.318911      50.203706     0.31517598      51.232283     0.32781207
            1.4      55.488512     0.33717751      54.900926     0.33297273      56.039392     0.34652475
            1.6      62.568122     0.36005245      61.892018     0.35562497      63.226448     0.36749713
            1.8        73.1418     0.39413451      72.271906      0.3888193       74.01116     0.40872219
              2      88.716114     0.44080415      87.621939     0.43437261       89.89966     0.45268364
            2.2       115.5536     0.51180549      114.03479     0.50409444      117.31252     0.52472658
            2.4      159.42313     0.61011077      157.34933     0.60125161      161.81223     0.63240885
            2.6      237.75573     0.76085931      234.83125     0.74992924      241.15465     0.79035099
            2.8      409.88253      1.0189663      405.81191      1.0060304      415.48198      1.0592441
              3      756.67227       1.454384      754.16371      1.4515032       764.6108      1.5357631
            3.2      176.77464     0.74102942      176.77463     0.74102942      177.76615     0.76448846
            3.4      35.711623     0.32694664      35.691034     0.32946805      35.931615     0.32934828
            3.6      7.9115993     0.14896314      7.9115993     0.14896314      7.9729348     0.15010063
            3.8      1.6842651    0.067395059      1.6785112    0.067393884       1.696113    0.067825767
              4     0.25528352     0.02977366     0.25338325    0.029779652     0.25630197    0.029868153
            4.2    0.090999067    0.027371168   0.0012679505   0.0011038814     0.10480738    0.028898333
            4.4    0.047164549     0.03820661    0.046411826    0.038107721    0.047510497    0.038256219
            4.6    0.021403637    0.073071271     0.02094545    0.073104834    0.021617137    0.073074445
            4.8   -0.094106725    0.070787852    -0.09470091    0.071142417   -0.092103672     0.06952851
              5   -0.094106725    0.070787852    -0.09470091    0.071142417   -0.092103672     0.06952851
