#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      43.274652     0.35734702      43.149645     0.34851145      43.908828     0.38753177
            0.2      42.650829      0.3337016      42.650829      0.3337016      43.078565     0.34753972
            0.4      44.830498     0.33224416      44.830499     0.33224417        45.2653     0.34115035
            0.6       46.94605     0.33741721      46.945668     0.33741574      47.201263      0.3447434
            0.8      50.788053      0.3520344      50.788053      0.3520344      51.070927     0.35402529
              1      56.521781     0.36717414      56.521771      0.3671741      56.842865     0.36884883
            1.2      64.232096     0.39907592      64.233306     0.39910781      64.557294     0.40051332
            1.4      75.822565     0.42954761      75.823647     0.42948668      76.218924     0.43175598
            1.6      91.680003     0.47124672      91.680002     0.47124672      92.109927     0.47783669
            1.8      114.22499     0.52970567      114.22497     0.52970558      114.55302     0.54228082
              2      147.78253     0.59917428       147.7825     0.59917453      148.28691     0.60701589
            2.2       195.3586     0.69700614      194.91142     0.69502978       196.5409     0.70858975
            2.4      262.24405       0.821032      260.64172     0.81757701      264.60803     0.84094472
            2.6       352.6266     0.94223666      348.87103     0.93488066      357.15503     0.96343816
            2.8      458.73773      1.0852954      451.48057      1.0716124       466.4802      1.1488959
              3      371.09581     0.98470122      363.81175     0.96862924      379.40326      1.0950848
            3.2      371.09581     0.98470122      363.81175     0.96862924      379.40326      1.0950848
