#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.41355086    0.030750454     0.40871496    0.030760432     0.41664047    0.030842596
           -3.8     0.96705574    0.046010935     0.96705569    0.046010927      0.9907921    0.046765511
           -3.6      1.5334609    0.059005011      1.5305284    0.059252345      1.5346755    0.059043329
           -3.4      2.4465586    0.074490911      2.4465492    0.074490958      2.4489101    0.074549236
           -3.2       3.866584    0.092850297      3.8666433    0.092850743      3.8850217    0.094600879
             -3      5.5133708     0.11499148      5.5132495     0.11499012      5.5203224     0.11561214
           -2.8      8.1871726     0.13958974      8.1871826     0.13958961        8.20684     0.14001724
           -2.6      11.945749      0.1716095      11.945749      0.1716095      11.974772     0.17181721
           -2.4      16.922677      0.2019454       16.90541     0.20544351      16.963319     0.20228318
           -2.2      23.929625     0.24186961      23.913709      0.2446324      23.983545     0.24235769
             -2      34.025408     0.29279593      33.974979     0.29816749       34.09914     0.29278812
           -1.8      46.559447     0.34307402      46.559447     0.34307401       46.66946     0.34373517
           -1.6      62.072021     0.39469617      62.072021     0.39469617      62.177311      0.3993827
           -1.4      80.806196     0.45038571      80.801222       0.450736      81.106937     0.46079271
           -1.2      102.29631     0.50906368      102.14975     0.50883739      102.70983     0.51950705
             -1      124.75132      0.5604357      124.38005     0.55945232      125.50694     0.56747387
           -0.8      145.20129      0.6075277       144.3751     0.60564705      146.53189     0.62213584
           -0.6      164.33861     0.64713941      163.04489     0.64385731      166.41977     0.66542979
           -0.4      179.06259     0.68376544      177.02688     0.67634681      181.99811     0.70711198
           -0.2      188.99627     0.72259267      185.87981     0.70567856      193.33716     0.76549258
              0      188.33002     0.72115277      185.34277     0.70531264      192.45545     0.75479468
            0.2      179.24265     0.67773606       177.0426     0.67068647      182.26545     0.70418415
            0.4      163.81507     0.64744435      162.18792      0.6425388      166.19009      0.6629122
            0.6      145.59304     0.61505408      144.33482     0.61088457      147.12017     0.63443596
            0.8      122.44461     0.55843989      121.61648     0.55534544      123.71073     0.57147693
              1      101.85599     0.51014562      101.26303     0.50880243      102.77565     0.51874911
            1.2      80.382061     0.45385391      80.013737      0.4521568      81.020636     0.46182526
            1.4      61.930209     0.39955323      61.688096      0.3984484      62.268092     0.40332302
            1.6       46.17035       0.340102      46.017661      0.3391282      46.464214      0.3448869
            1.8      34.402763     0.29230495      34.299199     0.29151762      34.564926     0.29637203
              2      23.722487     0.24258134      23.612788     0.24146345      23.726095     0.24388327
            2.2      16.971665     0.20226051      16.915624     0.20185848      17.046011     0.20403695
            2.4      11.630466     0.16541536      11.606261     0.16519691      11.691602      0.1671637
            2.6      7.9796234     0.13816387      7.9666936     0.13799158      7.9972105     0.13885274
            2.8      5.7833747     0.11590103      5.7723818     0.11572693      5.7963352     0.11725397
              3      3.8667677    0.093933454      3.8570363     0.09486937      3.8667677    0.093933455
            3.2      2.5201307     0.07599435      2.5197486    0.075887583      2.5216051    0.076815547
            3.4      1.5558084     0.05810389      1.5530214    0.058532094       1.555922    0.058108773
            3.6      1.0114992     0.04618244      1.0097121    0.046116212      1.0153177    0.046588517
            3.8     0.34816876    0.029339511     0.34338035    0.029522412     0.34834954    0.029321611
              4     0.34816876    0.029339511     0.34338035    0.029522412     0.34834954    0.029321611
