#  R_yHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20.965931     0.22484437      20.601742     0.22154671      21.283966      0.2295564
            0.2      58.613418     0.38095127      57.645844     0.37509964      59.732387     0.39649695
            0.4      87.344372     0.46412089      86.031792     0.45787262      89.259782     0.49118207
            0.6      105.62775     0.50827892      104.19625     0.50229766      107.27714     0.53107156
            0.8       116.2993     0.53558654      114.88574     0.53016174      117.86743     0.55282753
              1      122.13318     0.55513966      120.82312     0.54983377      123.69355     0.56724966
            1.2      127.28689     0.56095271       126.0923     0.55723412      128.62391      0.5793813
            1.4      131.59081     0.57356088      130.46419     0.56948277      132.92587     0.58912318
            1.6      137.23099     0.58849365      136.27679     0.58452638       138.6526     0.60390237
            1.8      144.88206     0.60779252      143.98385     0.60498665      146.17126     0.61801898
              2      157.17464     0.63392628      156.29646     0.63022591      158.72169     0.65444162
            2.2      173.03143     0.66700305      172.09083     0.66244643      174.75472     0.68675721
            2.4      193.32711     0.71566661      192.36745     0.71123107      195.16202     0.73848189
            2.6      217.50082     0.75835223       216.4077      0.7523527       219.5781     0.78824765
            2.8      245.67044     0.81684151      244.27532      0.8101159      248.45885     0.85457775
              3      241.41078       0.819578      239.94038     0.81229538      244.60612     0.84893119
            3.2      80.669722     0.46793467      80.437981     0.46716201      81.107229     0.48621946
            3.4       30.92214     0.28066646       30.90365     0.28083492      31.122018     0.28550064
            3.6      13.299129     0.18341513      13.294976     0.18336547      13.341501     0.18681606
            3.8      5.9825185     0.11948867      5.9574845     0.12122235       5.992229     0.11947664
              4      2.6339706    0.078535288       2.631179    0.078500937      2.6456638    0.079487364
            4.2      0.9215853    0.045571625     0.91563182     0.04588234     0.92242509     0.04560452
            4.4     0.32605191    0.028940193     0.31150394    0.028289861     0.32908468    0.029057666
            4.6    0.070663746    0.017823721    0.063450528    0.017551403    0.075477446    0.018244537
            4.8   0.0062955714    0.010222166   0.0060685785    0.010244902   0.0069894826    0.010552943
              5   0.0062955714    0.010222166   0.0060685785    0.010244902   0.0069894826    0.010552943
