#         pttop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.19687078   0.0031634433     0.19408109   0.0031099736     0.20330065   0.0034251496
             10      0.5864216   0.0055969059     0.58082902   0.0055209013     0.60238183   0.0059515417
             20     0.94966021     0.00708849     0.94210002   0.0069880214     0.96999493   0.0075956253
             30      1.2851436   0.0084389495      1.2760491   0.0083154766       1.310079   0.0087342287
             40      1.5724018   0.0092790713      1.5611574   0.0091556173      1.6011342   0.0096808009
             50      1.8350298   0.0099174766      1.8235241   0.0098072963      1.8610714    0.010344891
             60      2.0175724    0.010246892       2.003399    0.010142183      2.0442992    0.010634105
             70      2.1619194    0.010657757      2.1467802    0.010584212      2.1888501    0.010974494
             80      2.2607573    0.010846211      2.2455647    0.010779288      2.2883035    0.011084083
             90      2.3238886    0.010885439       2.307617    0.010829623      2.3494168    0.011131266
            100      2.3135288    0.010808614      2.2966998    0.010748322      2.3392406    0.011190133
            110      2.2857126    0.010829124      2.2681185    0.010761046       2.304138    0.011156816
            120      2.2079995    0.010598015      2.1908426    0.010536535      2.2289228    0.010935417
            130      2.1539711    0.010511472      2.1364516    0.010437922      2.1774211    0.010656113
            140      2.0503252    0.010200198      2.0337696    0.010137044      2.0705926    0.010399829
            150       1.919117    0.009852255      1.9030433   0.0097982291      1.9407072   0.0099939863
            160      1.8021391    0.009594083      1.7871551   0.0095336679      1.8164594   0.0098158674
            170      1.6716165   0.0092859778      1.6575934    0.009227968      1.6888452   0.0095645312
            180      1.5515621   0.0088800338       1.538396   0.0088188856      1.5670276   0.0090365964
            190      1.4438049   0.0086113874      1.4310159   0.0085489723      1.4585351    0.008722207
            200      1.3174481   0.0081844798      1.3066293   0.0081314966      1.3288884   0.0083378145
            210      1.1919263   0.0077857333      1.1826769   0.0077380629      1.2030519   0.0079574944
            220      1.1038787   0.0075771865      1.0942597   0.0075271505      1.1150073   0.0077140589
            230     0.98937417   0.0071531612     0.98129191   0.0071088902     0.99865042   0.0073112971
            240     0.89629161   0.0067860877     0.88912642   0.0067445511     0.90488713    0.006865829
            250     0.80122581   0.0063912749     0.79520815   0.0063590704     0.80759794   0.0064474508
            260     0.73206072   0.0061204579     0.72664975   0.0060900532     0.73920597    0.006185308
            270     0.65210239   0.0057495879     0.64728509   0.0057173106     0.65722101   0.0058220992
            280     0.59787329   0.0055375186     0.59372143   0.0055123239     0.60281562   0.0055739076
            290     0.52656205   0.0052082487     0.52303293   0.0051775825     0.53052172   0.0052752172
            300     0.46893898   0.0049909043     0.46569363   0.0049603641     0.47283416    0.005060776
            310     0.42317887   0.0046368199     0.42084648   0.0046159661     0.42601329   0.0046668369
            320     0.37734476   0.0043910131     0.37492412     0.00436748     0.38013776    0.004435576
            330     0.34210626   0.0041632527     0.34013543   0.0041468062     0.34412679   0.0042086679
            340     0.29882349    0.003928455     0.29700574    0.003909612     0.30089877   0.0039684037
            350     0.26571428   0.0036936121     0.26427712   0.0036757693     0.26750437   0.0037196214
            360     0.24700145   0.0035283513     0.24585378     0.00351568     0.24893521   0.0035567541
            370     0.21839636   0.0033423519     0.21739542   0.0033307519     0.21973726   0.0033599074
            380     0.19726029   0.0031282236     0.19629848   0.0031148265     0.19856473    0.003148013
            390     0.17088134   0.0029357294     0.17031942   0.0029274148     0.17170684   0.0029496336
            400     0.15603576   0.0028037968     0.15543063   0.0027946934     0.15672049   0.0028245427
            410     0.14021903   0.0026521049     0.13985482   0.0026478425     0.14075175   0.0026643054
            420     0.12871342   0.0025272075       0.128222   0.0025183261     0.12927241   0.0025416693
            430     0.10919472   0.0023611977     0.10875311   0.0023528519     0.10993756    0.002380229
            440    0.098929984   0.0022291958    0.098594254   0.0022237258    0.099485319   0.0022432082
            450    0.087157595   0.0020879178    0.086730045   0.0020827205    0.087703807   0.0020992084
            460    0.074685655   0.0019309463    0.074374134   0.0019238628    0.075056101   0.0019417964
            470    0.071659191   0.0019194956    0.071585851   0.0019164005    0.071913503   0.0019263153
            480    0.063488442   0.0017965576    0.063192201   0.0017910862    0.063820043   0.0018043438
            490    0.054878572   0.0016773022     0.05485854   0.0016800566     0.05491538   0.0016764883
            500    0.047427566   0.0015888939    0.047411459   0.0015874796    0.047540076   0.0015937543
            510    0.043643401   0.0015016526     0.04345674   0.0014972239    0.043888236   0.0015080398
            520    0.036468744   0.0013494972    0.036370089   0.0013466872    0.036625123   0.0013566562
            530    0.035311784   0.0013320992     0.03524792   0.0013312252    0.035474258   0.0013384605
            540    0.030093066   0.0012433595    0.030044004   0.0012427056    0.030205208   0.0012470254
            550    0.028682952   0.0011987864    0.028554103   0.0012073793    0.028682952   0.0011987864
            560    0.022962515   0.0010976469    0.022756393   0.0010991052    0.023050681   0.0011000406
            570     0.02352499   0.0010758064    0.023501291    0.001079384     0.02352499   0.0010758064
            580    0.018713166  0.00099146733    0.018128337   0.0009773493    0.018995455  0.00099877229
            590    0.016299519  0.00091326324    0.016281269   0.0009132477    0.016336288  0.00091415267
            600    0.013584232  0.00084902988    0.013584232  0.00084902988    0.013615339   0.0008522102
            610    0.014567497  0.00086534875     0.01454133  0.00086432706    0.014589212  0.00086780146
            620    0.008344468  0.00071499703   0.0082518556  0.00071370705   0.0084515988  0.00071717824
            630   0.0014035597  0.00025627459  0.00086266393  0.00019544616   0.0026990886  0.00036638908
            640   0.0088530811  0.00073225309   0.0082761071  0.00071073741   0.0092069466  0.00074535414
            650    0.009647609  0.00073021339   0.0096388765  0.00073027236   0.0096643563  0.00073097482
            660   0.0084409464   0.0007024194   0.0082118369  0.00069413327   0.0085403785  0.00070642675
            670   0.0029501398  0.00040275656   0.0014486759  0.00027264897   0.0049953792  0.00053710767
            680   0.0086797032  0.00071693699   0.0086645524  0.00071792822    0.008697237  0.00071705617
            690   0.0056213125   0.0006325629   0.0056054347  0.00063148868   0.0056213125   0.0006325629
            700   0.0042909929  0.00056822917   0.0042522019    0.000565739   0.0042964075  0.00056897379
            710   0.0060892082  0.00067644518   0.0060807003  0.00067593528   0.0060892082  0.00067644518
            720   0.0058793527  0.00064452949   0.0058268755  0.00064303634   0.0058930303  0.00064385064
            730   0.0049100072  0.00063577929    0.004883898  0.00063319697   0.0049100072  0.00063577929
            740   0.0018678636  0.00041664591   8.696748e-05  5.3081353e-05   0.0031874725  0.00054118078
            750   0.0046591472  0.00060690736   0.0045534716  0.00060068025   0.0047210855  0.00060997068
            760   0.0044428311  0.00066193848   0.0044360566  0.00066267326   0.0044443494  0.00066177533
            770   0.0051768278  0.00069666634   0.0051297584  0.00069866505   0.0051815198  0.00069751547
            780   0.0046388537  0.00065354271   0.0045256928  0.00064771021   0.0047166203  0.00065779262
            790   0.0027661191  0.00062612936  0.00014167168  0.00020809587   0.0033741619  0.00067908452
            800   0.0027661191  0.00062612936  0.00014167168  0.00020809587   0.0033741619  0.00067908452
