#        yHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   -0.084834422    0.061946055   -0.088047884    0.065798062   -0.073012797     0.05243718
           -3.8    0.015048306   0.0094733473  -0.0036885765   0.0070665736    0.037915198    0.018283144
           -3.6     0.11155402    0.025354903     0.10274656    0.024633427      0.1168703    0.025774051
           -3.4     0.20750923    0.029490174     0.19886723    0.028006817     0.20804802    0.029569851
           -3.2      1.0062845    0.053578813      1.0007991    0.053278416      1.0137215    0.053881988
             -3      2.4745796    0.082424987      2.4626285    0.081748972       2.486524      0.0831006
           -2.8      5.5254273     0.12279088      5.4825895     0.12173832      5.5763501     0.12417785
           -2.6        10.7375     0.17083672      10.632429     0.16913457      10.827978     0.17365416
           -2.4      18.152657     0.22151417      17.978337      0.2192832      18.399622     0.22539478
           -2.2      27.997364     0.27163822      27.720941     0.26877753      28.256165     0.27609481
             -2      40.205685     0.32652602      39.758541     0.32247286      40.692665     0.33449587
           -1.8      55.208393     0.37933668      54.586517     0.37456429      55.935616     0.38678903
           -1.6       72.30393      0.4340974      71.557574     0.42861401       73.25895     0.44469508
           -1.4       91.28934     0.47851339      90.338354     0.47379283      92.492965     0.48726972
           -1.2      110.67408     0.53102591      109.51258     0.52501314      112.19746     0.54476568
             -1      127.98156     0.57078769      126.63944     0.56434473      129.56288     0.58386889
           -0.8      144.46206     0.60797634      143.06507     0.60178854       146.2921     0.62560169
           -0.6      158.05416     0.63749205      156.48683     0.63052438      160.34245     0.66257365
           -0.4      166.36605     0.64195139      164.81482      0.6353604      168.37048     0.66255132
           -0.2      171.91511     0.66187762      170.45773     0.65577655      174.32332     0.69009369
              0      171.91821     0.65912323      170.53038     0.65344611      174.20518     0.68823152
            0.2      165.55252       0.646335      164.31301     0.64177479      167.27072     0.66821616
            0.4      157.28719     0.63254136      156.22837     0.62929965      159.05181     0.66064496
            0.6      144.54605     0.60935055      143.64709     0.60666869      146.06588     0.63502527
            0.8      126.89643     0.57212139      126.18026     0.56794133        128.167     0.59289011
              1      110.11084     0.53876901      109.63094     0.53730924      111.13423     0.55277597
            1.2      92.852048     0.48722892      92.560873     0.48658177      93.645291     0.49535068
            1.4      73.448894     0.43795358      73.302729     0.43846209      74.014755     0.45032613
            1.6      55.781566     0.38269663      55.754573     0.38331983       56.15135     0.38863851
            1.8      41.067659     0.33428648      41.067659     0.33428648       41.30656     0.34517899
              2      28.067505      0.2784795      28.067505      0.2784795      28.257555     0.28120463
            2.2      18.005211     0.22734405       18.00521     0.22734404      18.075894     0.22905435
            2.4      10.675791      0.1724356      10.675516     0.17618041      10.710399     0.17306203
            2.6      5.5506845     0.12520506      5.5506845     0.12520506      5.5935954     0.12620791
            2.8      2.6632368    0.087039876      2.6519481    0.087440695      2.6752181    0.087485765
              3     0.87234057     0.05274103     0.87234057     0.05274103     0.87862199    0.053058188
            3.2    0.093358176    0.020734762    0.082479498    0.019679982    0.093358176    0.020734762
            3.4    0.046218212    0.022643075   0.0044233122    0.012175791    0.046218212    0.022643075
            3.6    0.061898118    0.035550816  -0.0057031361    0.018809726    0.072139566    0.044961654
            3.8   -0.037976301     0.06669167   -0.040403419    0.064521369    -0.03704838     0.06842616
              4   -0.037976301     0.06669167   -0.040403419    0.064521369    -0.03704838     0.06842616
