#    masst+tbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
             20              0              0              0              0              0              0
             40              0              0              0              0              0              0
             60              0              0              0              0              0              0
             80              0              0              0              0              0              0
            100              0              0              0              0              0              0
            120              0              0              0              0              0              0
            140              0              0              0              0              0              0
            160              0              0              0              0              0              0
            180              0              0              0              0              0              0
            200              0              0              0              0              0              0
            220              0              0              0              0              0              0
            240              0              0              0              0              0              0
            260              0              0              0              0              0              0
            280              0              0              0              0              0              0
            300              0              0              0              0              0              0
            320              0              0              0              0              0              0
            340     0.78277407   0.0051712163     0.75622366   0.0048647117     0.82829534     0.00569908
            360      1.7652522   0.0067119555      1.7511675   0.0066635257      1.7981372   0.0070259892
            380      1.9644448   0.0070129637      1.9521845   0.0069763996      1.9891972    0.007245964
            400      1.9383114   0.0069532518      1.9259773   0.0069285664      1.9609417   0.0071801686
            420      1.8359281   0.0067479568       1.824288   0.0067091002      1.8537163   0.0069187714
            440      1.6783497   0.0064714329      1.6669176   0.0064460195      1.6939355   0.0065907312
            460      1.5281504   0.0062642202      1.5176443   0.0062304443      1.5419839    0.006422503
            480      1.3586992   0.0058929036      1.3487503   0.0058639812      1.3724669   0.0060881838
            500      1.2063821   0.0055468749       1.197781   0.0055077778      1.2188448   0.0057133218
            520      1.0691177   0.0052762293      1.0614115   0.0052586167      1.0786346   0.0054328254
            540     0.95445511   0.0049323182     0.94743049   0.0049043275      0.9623429   0.0050367329
            560     0.85064519   0.0046727147     0.84425245   0.0046473566     0.85885746   0.0047913522
            580     0.74790929   0.0043872873     0.74254639   0.0043633144     0.75552353   0.0044515382
            600     0.66572593   0.0041421341     0.66095739   0.0041169124     0.67216344   0.0042366894
            620     0.58369978    0.003903115     0.57961185   0.0038843801     0.58922082   0.0039704217
            640     0.51810204   0.0036434118     0.51443526   0.0036273076     0.52161748   0.0036995959
            660     0.46395249   0.0034513296     0.46063482   0.0034321288     0.46695423    0.003519643
            680     0.41228257   0.0032531198      0.4097913     0.00323643     0.41524176   0.0032837459
            700     0.36477425   0.0030501974     0.36244083   0.0030335746      0.3670492   0.0030806948
            720     0.32441435     0.00287175     0.32241515   0.0028578124     0.32711638   0.0029004888
            740     0.28848746   0.0027234708     0.28673006   0.0027130125     0.29033796   0.0027597543
            760     0.25936697   0.0025717876     0.25792245   0.0025598386      0.2610402   0.0025971842
            780     0.22695593    0.002414495     0.22572548   0.0024041921     0.22841589   0.0024450274
            800     0.20378284   0.0022879845     0.20264601   0.0022772682     0.20528128   0.0023117023
            820     0.18747387   0.0021760228     0.18638486   0.0021652247     0.18841069   0.0022041998
            840      0.1682978   0.0020756615     0.16754553   0.0020680328     0.16913656   0.0020927498
            860      0.1536506   0.0019866056     0.15296857   0.0019782557     0.15462881   0.0020003305
            880     0.13264682   0.0018391229     0.13207836   0.0018334311     0.13333629   0.0018677214
            900     0.12281179   0.0017552817     0.12223787   0.0017488682     0.12357065   0.0017881454
            920     0.11069021   0.0016702366     0.11011281   0.0016636932     0.11132136   0.0016838486
            940     0.10235579   0.0016095106     0.10192269   0.0016037282      0.1028174   0.0016296548
            960    0.088587333   0.0014924795     0.08827128   0.0014883907    0.089056156   0.0015016075
            980    0.079810022   0.0014245657    0.079499825   0.0014201855    0.080394378   0.0014423367
           1000    0.079810022   0.0014245657    0.079499825   0.0014201855    0.080394378   0.0014423367
