#         ytbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4  0.00013318411  7.7164349e-05  0.00013167361  7.6363418e-05  0.00013412066  7.7668795e-05
           -3.8  0.00039542203  0.00039174472  0.00010479671  0.00048619237   0.0006537612   0.0003289453
           -3.6   0.0056140581  0.00066657315   0.0034565392  0.00079716198   0.0079889295  0.00068457407
           -3.4     0.02183745   0.0015784465     0.01433735   0.0016328319    0.030562205   0.0017760495
           -3.2    0.072018009   0.0019943897    0.052280403   0.0019967457    0.098338754   0.0021812271
             -3     0.19788616   0.0031360188     0.14804437   0.0030350761     0.26312829   0.0035357934
           -2.8     0.46202805   0.0045670843     0.35691033   0.0043197828     0.59668843   0.0052646504
           -2.6     0.95213153   0.0066479709     0.76080767   0.0062166151      1.1960591   0.0078393822
           -2.4      1.7536811   0.0095085769       1.438948   0.0093162455      2.1520857    0.010520189
           -2.2       2.882583     0.01073793       2.413556    0.010232747      3.4725431    0.012220347
             -2      4.4531377    0.014755698      3.7898702    0.014843007      5.2860184    0.015019646
           -1.8      6.4097136    0.017922887      5.5362563    0.017839068      7.4984957     0.01958402
           -1.6      8.8157896    0.018851371      7.7048087    0.018431826      10.186875    0.020467824
           -1.4      11.396079    0.023188553      10.031582    0.023709587      13.076775    0.023588453
           -1.2      14.138756    0.024568138       12.53682    0.024145661      16.093857    0.026583726
             -1      16.783618     0.02550491      14.973112    0.024994826      18.981335    0.027147815
           -0.8      19.211625      0.0272174      17.192794    0.026430815      21.658656    0.030509927
           -0.6      21.245497    0.028380236      19.062115     0.02825619      23.883042    0.030123233
           -0.4      22.691506    0.030249697      20.406901    0.030587642      25.441823    0.032220472
           -0.2      23.416471    0.033560234      21.057216    0.036591677      26.248844    0.036584947
              0      23.447354     0.03022333      21.115713    0.029990881      26.253144    0.033852017
            0.2       22.66126    0.029243828      20.387875    0.028388758      25.396188    0.031817567
            0.4       21.28324     0.02872863      19.095802    0.028814963      23.919134    0.031124849
            0.6      19.185855    0.028265559      17.176042    0.028165116      21.618208    0.028939066
            0.8      16.823062      0.0270968      14.987823    0.027358828      19.051924    0.028775509
              1      14.107289    0.024383862       12.50261    0.024063628      16.062899     0.02637567
            1.2      11.442782    0.021681215      10.076008    0.021692912      13.117304     0.02326071
            1.4      8.8458359    0.018623541      7.7273868    0.018039594      10.219273    0.020533979
            1.6      6.4901961    0.015651584      5.6212309     0.01492864      7.5596089    0.017588193
            1.8      4.5290762    0.013213499      3.8727357    0.012688893      5.3401708    0.014732939
              2      2.9490607    0.010786638      2.4852214    0.010210727      3.5254028    0.012345376
            2.2      1.7618698   0.0085298803      1.4568428    0.008134145      2.1423963    0.010096324
            2.4      0.9802105   0.0098355837     0.79700613   0.0094666857      1.2108389   0.0097977188
            2.6     0.48668793   0.0045607685     0.38776302   0.0043111309     0.61194456   0.0052039046
            2.8     0.21614755   0.0030744827     0.16770095   0.0029870029     0.27843866   0.0038350625
              3    0.079808549   0.0024542756    0.062137865   0.0022522915     0.10314543   0.0027361928
            3.2    0.024465048   0.0011217131    0.019080406   0.0010911814    0.031884581   0.0012414784
            3.4   0.0073054657  0.00061569253   0.0061121094  0.00060095902    0.008996368  0.00066633668
            3.6   0.0010787091  0.00023625882  0.00095721116  0.00023377794   0.0012593988  0.00024777391
            3.8  0.00013131494  9.4727049e-05  0.00011842863  9.3799785e-05  0.00013899743  9.5882923e-05
              4  0.00013131494  9.4727049e-05  0.00011842863  9.3799785e-05  0.00013899743  9.5882923e-05
