#       dyttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4   0.0016098014   0.0015121951   -0.019902699   0.0016619513    0.026877905   0.0014880646
           -3.8    0.023661748   0.0018278353  -0.0071040236   0.0019062013    0.059666365   0.0018479896
           -3.6    0.062575984   0.0022840371    0.018390607   0.0022851048     0.11356848   0.0024330229
           -3.4     0.12867088   0.0026720486    0.066224819   0.0026672562      0.2005736   0.0029041566
           -3.2     0.21831721   0.0036097455      0.1331794   0.0038675053     0.31578237   0.0036192874
             -3     0.37963558   0.0041479984      0.2602554   0.0038776983     0.51556493   0.0047842965
           -2.8     0.59863337   0.0053063585      0.4342571   0.0052604938     0.78722204   0.0059824266
           -2.6     0.94261619   0.0086172715     0.70556823   0.0074759286      1.2141531    0.010905487
           -2.4      1.4247455    0.007877518      1.0872127   0.0073089417      1.8116275   0.0094774734
           -2.2      2.1275734    0.010457607      1.6289425    0.012677907      2.6999558    0.015248376
             -2       3.127637    0.011304108      2.4421987    0.010249101        3.91373    0.013802067
           -1.8       4.522303    0.014260053      3.5590975    0.013989861      5.6302836    0.015858627
           -1.6      6.4434689    0.017380446      5.1522161    0.016749381      7.9346727    0.019587534
           -1.4      8.9477448    0.019308979      7.2951037    0.017645971       10.86942    0.023784588
           -1.2      11.975933    0.028659821      10.021246    0.032267102      14.270484    0.026362683
             -1      15.612669     0.02446326      13.495076    0.023676213      18.135139    0.026755682
           -0.8      19.519245    0.026827536       17.41122    0.026216409       22.09303    0.029051018
           -0.6      23.440741    0.030011847      21.528603    0.029857815      25.868002    0.031535019
           -0.4      26.737645    0.032589083      25.086357    0.032234137      28.944855    0.036223954
           -0.2      28.888258    0.034133055      27.450332    0.033862898      30.876086    0.037481099
              0      28.950456    0.032859248       27.51377    0.032869686      30.938188    0.034119491
            0.2      26.784668    0.033113229       25.13545      0.0339309      28.989661    0.033455906
            0.4      23.444385    0.029482269      21.527626    0.029210489      25.877546     0.03143033
            0.6      19.546432    0.028678743      17.428257    0.028922568      22.137824    0.029332517
            0.8      15.625863    0.024035192      13.494736    0.024093635      18.167775    0.026970632
              1      12.004501    0.021416628      10.067471    0.021015679      14.276327    0.023311702
            1.2      8.8869096    0.018483485      7.2489727    0.017459717      10.788759    0.020837611
            1.4      6.4310159    0.016182811        5.13713    0.015558136      7.9257038     0.01818719
            1.6      4.5143921    0.014523416      3.5451526    0.014235743      5.6323785    0.016608151
            1.8      3.1416912    0.011733634      2.4497825    0.010521971      3.9371048    0.014311318
              2      2.1148849   0.0095313953      1.6350136   0.0087502198      2.6655997    0.011646803
            2.2      1.4256239   0.0081492085      1.0911644   0.0077802261       1.807648   0.0094582366
            2.4     0.93059713   0.0087441995     0.69222597    0.010211646      1.2051678   0.0079260272
            2.6     0.60025751   0.0053241342     0.43666807     0.00493221     0.78730781   0.0061559584
            2.8     0.37544201   0.0040986521     0.25498469   0.0039968009     0.51303755   0.0045806786
              3     0.22584869   0.0032091769     0.13995599   0.0030963477     0.32409508   0.0035625325
            3.2     0.12293835   0.0028440319     0.06175936   0.0028878636      0.1933648   0.0030403239
            3.4    0.061164244   0.0021136771    0.017238674   0.0020872374     0.11183566   0.0022953181
            3.6    0.021575707   0.0017465043  -0.0091874862   0.0018408306    0.057652617   0.0017664017
            3.8   0.0006097684   0.0014797715   -0.020376127   0.0016404611    0.025363874   0.0014098422
              4   0.0006097684   0.0014797715   -0.020376127   0.0016404611    0.025363874   0.0014098422
