#       etatbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      0.1718372   0.0044172773     0.06811981   0.0063713411     0.26789049   0.0043637477
           -3.8     0.27855949   0.0066205113     0.13526037   0.0095526039     0.41868834   0.0060034285
           -3.6     0.45510854   0.0066178833      0.2679063   0.0090211876     0.65314826   0.0065824049
           -3.4     0.72393054   0.0091793583     0.47535212    0.013846041      1.0013147   0.0082959405
           -3.2      1.1348496   0.0084175698     0.82616734    0.010639706      1.5089804   0.0093606941
             -3      1.6985277    0.012750708      1.3043927    0.018697189      2.1937799    0.012006096
           -2.8      2.5071983    0.011610866      2.0177192      0.0123733      3.1400191    0.011755617
           -2.6       3.509634    0.014357025      2.8934868    0.014642809      4.3017407    0.014635843
           -2.4      4.7832533    0.014067783      4.0264302    0.014057677      5.7419649    0.015924922
           -2.2      6.2439667    0.017312078      5.3391579    0.017518314      7.3798558    0.017863993
             -2      7.9210081    0.018843184      6.8743543     0.01856331      9.2172263    0.020240521
           -1.8      9.6398993    0.018692474       8.471631     0.01803321      11.071729    0.020788636
           -1.6      11.279925    0.021567511      9.9963953    0.021596254       12.83747    0.022969132
           -1.4      12.725438     0.02143216      11.370453    0.020731181      14.351805    0.023947794
           -1.2      13.913113    0.021940032      12.512648    0.021237102      15.586905    0.024291173
             -1      14.794354    0.028386767      13.352337    0.030657559      16.505891    0.028323187
           -0.8      15.359645    0.024218508      13.929733    0.023756185      17.048842    0.026250133
           -0.6      15.734382    0.023767631      14.314997    0.023421224      17.403577    0.025776679
           -0.4      15.844412    0.025468202      14.433112    0.027228826      17.499193     0.02738795
           -0.2      15.926666    0.023867279      14.520119    0.022791917      17.576652    0.029443994
              0      15.927469    0.023738737      14.530779    0.022556364       17.56618    0.028351129
            0.2      15.830552      0.0250802        14.4258    0.024704312       17.48287    0.026569799
            0.4      15.691418    0.023245765      14.272018    0.022698028      17.366015    0.025662403
            0.6      15.362795    0.024097548      13.922434    0.023695842      17.070575     0.02620703
            0.8      14.789438    0.024947681      13.352962      0.0247828      16.506529    0.025487927
              1      13.867452    0.023886905      12.442434    0.023765296       15.57971    0.025803886
            1.2      12.667132    0.022635794      11.302628    0.022192991      14.316991    0.024452615
            1.4      11.240432     0.02026399      9.9588129    0.019512814      12.797195      0.0223582
            1.6      9.6029178    0.019384028      8.4230031     0.01932835      11.049125    0.021392679
            1.8      7.9430873    0.017786027      6.8948591    0.017576146      9.2373883    0.019477058
              2      6.3312734     0.01653615      5.4308291    0.016636396      7.4538886     0.01760316
            2.2      4.8436837    0.013802471      4.0861957    0.013610016      5.7939552     0.01545822
            2.4      3.5683993    0.012511678      2.9699421    0.012354198      4.3241196    0.013696037
            2.6      2.5170737    0.014922191      2.0381316    0.015554848      3.1307201    0.014458329
            2.8      1.7674089   0.0092446668       1.409561   0.0090628157      2.2277156    0.010231388
              3      1.1900671   0.0091642407     0.91819945   0.0093814668      1.5434665   0.0097158502
            3.2     0.78161479   0.0075679315     0.58461169   0.0099709385      1.0343379   0.0075300938
            3.4      0.5112806   0.0062409844     0.36839526   0.0081652224     0.68955244   0.0065047968
            3.6     0.32477606   0.0057844423     0.21409966   0.0079453405     0.45282594   0.0058055831
            3.8     0.20007125   0.0049822555     0.12010141   0.0069444963     0.28515682   0.0047840849
              4     0.20007125   0.0049822555     0.12010141   0.0069444963     0.28515682   0.0047840849
