#     dphittbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.3978218    0.016602434      1.1585614    0.022887777      3.7260098    0.017227489
            0.2      2.4489388    0.015784265      1.2306903    0.020628239      3.8036767    0.017743168
            0.4      2.5620522    0.015446793      1.3618483    0.021297514      3.9374288    0.016573668
            0.6      2.8028672    0.018671021      1.5895189    0.030981004         4.2241    0.019570188
            0.8      3.1899466    0.014205179      1.9798949    0.018830569      4.6746931    0.017363003
              1      3.6780892    0.020011708      2.4056862    0.022097789       5.272919    0.023155431
            1.2      4.4633331     0.01585498      3.0744621    0.017012855      6.1894204    0.018372489
            1.4      5.6928235    0.018099547       4.095857    0.018160783      7.6595779    0.025777596
            1.6      7.4212325    0.025739144      5.5948205    0.029047725      9.6548426    0.025157115
            1.8      10.168736    0.023655654      8.0186963    0.023958959      12.767864     0.02608225
              2      14.422018    0.026177178      11.836611    0.025266191      17.533603    0.030658488
            2.2      21.300828    0.030545178      18.190381    0.030401967       25.03161    0.032253503
            2.4      32.474606    0.034086105      28.795616    0.032159035      36.895861    0.037033812
            2.6      50.376791    0.039887494      46.218127    0.038489009      55.397694    0.042131375
            2.8      76.737773    0.046492037      72.331554    0.044759474       81.99564    0.048610229
              3      70.095344    0.043884305      66.888598    0.042403424      73.861254    0.045859924
            3.2      70.095344    0.043884305      66.888598    0.042403424      73.861254    0.045859924
