#    R_etattbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.27065361   0.0045010073     0.22345048   0.0044650214     0.32980868    0.004753207
            0.2     0.70944924    0.007815788     0.55769051    0.007309913     0.90294679   0.0090827557
            0.4      1.1147409   0.0092549065     0.84306944   0.0091992115      1.4643496    0.011006445
            0.6      1.5253676   0.0099604403      1.1495706    0.009427347      2.0119033    0.012218364
            0.8      1.9321661    0.010714631      1.4328843    0.010797364      2.5824859    0.013902073
              1       2.414543    0.012014552      1.7830482    0.014103285      3.2314312    0.014675357
            1.2      3.0723221    0.013529672      2.2740402    0.013340704      4.1012962    0.020239968
            1.4      3.9885547    0.015062068      2.9935855    0.014947346      5.2659415    0.023305957
            1.6      5.2565201    0.022581289      4.0380229    0.026778017      6.8055108    0.022710668
            1.8      7.2282118    0.019299242      5.7428858     0.02085355      9.0979308    0.021894834
              2      10.281121    0.020878669      8.4509143    0.021245592      12.566433    0.023553616
            2.2      15.234402    0.026464866      12.962231    0.027138679      18.046113    0.027998422
            2.4      23.303631    0.031201206      20.490329     0.03163692      26.768971    0.033350866
            2.6      36.623258    0.035150441      33.251329    0.034273997       40.76757    0.037608198
            2.8      57.566388    0.042711797       53.68018    0.042868527      62.308486    0.044387006
              3      73.745198    0.044825695      69.601776    0.043541108      78.701941    0.046626009
            3.2      31.560483    0.032350916      28.558831    0.030957724      35.036732    0.034326617
            3.4       15.31897    0.026361181      13.276631    0.026424703      17.683599    0.026859218
            3.6       8.369146    0.019236278      6.9679325    0.017962513      9.9948388    0.021204832
            3.8      4.7518204    0.019158257       3.756793    0.019289467      5.9117634    0.019417189
              4      2.7489965    0.013103574      2.0384664    0.012779528      3.5819835    0.014093711
            4.2         1.6047    0.010624002      1.0912329    0.010227957      2.2096373    0.011818756
            4.4     0.90650984    0.012944791     0.52919365    0.013132456      1.3548102    0.013356695
            4.6     0.50730906   0.0084408721     0.23495544    0.008638201     0.83252418   0.0087384366
            4.8     0.25849799   0.0072416354    0.059982781   0.0070335432     0.49914862   0.0074225752
              5     0.25849799   0.0072416354    0.059982781   0.0070335432     0.49914862   0.0074225752
