# R_etaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1.9755733   0.0083801163      1.8736022   0.0080108799      2.0978004   0.0088418823
            0.2      5.5048161    0.014441777      5.2098387    0.013851683      5.8592975    0.015006903
            0.4      8.3567413    0.017025593      7.8871898    0.016230715      8.9241036    0.018289089
            0.6      10.399123    0.018610367      9.7807955    0.017735585      11.146144    0.019778004
            0.8      11.969242    0.019802589      11.204796    0.018839693      12.890796    0.021084549
              1      13.132755    0.020550356      12.234303    0.019469036      14.211852    0.022059069
            1.2      14.177719    0.021716133      13.124061    0.020826975       15.44373    0.023163739
            1.4      15.163267     0.02238395      13.948936    0.021341134      16.611579    0.023934801
            1.6      16.311234    0.024039146      14.877068    0.023716118      18.032519     0.02581971
            1.8      17.614971    0.024067751      15.939209    0.023033022      19.610224    0.026369649
              2      19.434688    0.026227997      17.416553    0.024884467      21.841414    0.030260046
            2.2      21.767752    0.027177722      19.332468    0.025767567      24.668404    0.033939265
            2.4       24.90716    0.029055868      21.932336    0.027363053      28.453443    0.034234792
            2.6       28.81011    0.032448843      25.112823     0.03154215      33.263772    0.037162174
            2.8      33.295393    0.034175748      28.769269    0.032814453      38.827977     0.04105387
              3       33.54106     0.04430057      28.661438    0.047765775      39.648754    0.042757553
            3.2      15.017564    0.030118362      12.699248    0.031274782      17.907499    0.029463322
            3.4      7.7104854    0.022376924      6.4315472    0.025714238      9.3053754     0.02265555
            3.6      4.3967888    0.016522705      3.6269727    0.018162067      5.3631779    0.015835711
            3.8      2.6108466    0.014140174      2.1320856    0.015789675      3.2147967    0.012942183
              4      1.5948957    0.014165394      1.2655171    0.019988159       1.989171    0.012818613
            4.2     0.97238446   0.0090852368     0.74467642    0.012724973      1.2329574   0.0096366259
            4.4     0.60532588   0.0065149833     0.45062437   0.0085321243     0.77692148    0.006455329
            4.6     0.37152755   0.0057021991     0.26083771   0.0078125132     0.48428042   0.0054487422
            4.8     0.21189399    0.010603401     0.12618822    0.015039396     0.29097149   0.0094778021
              5     0.21189399    0.010603401     0.12618822    0.015039396     0.29097149   0.0094778021
