#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       1.955482   0.0084514826      1.8539172   0.0081041583      2.0785094   0.0089054401
            0.2      5.5029785    0.013967204      5.2090989    0.013381215      5.8609844    0.014717703
            0.4      8.2892085    0.016929197      7.8271493    0.016205438      8.8502793    0.017839128
            0.6      10.392375    0.018807599      9.7759283    0.017985854      11.141047     0.01984567
            0.8      11.930479    0.020374955        11.1698    0.019585481      12.856358    0.021475163
              1      13.119791    0.021003961      12.216641    0.020120669      14.215259    0.022255381
            1.2      14.149698    0.024124177      13.089551    0.024150467      15.428329    0.024030978
            1.4      15.146526    0.027567352      13.915547    0.029905788      16.626153    0.026224257
            1.6       16.29014    0.023801907      14.859407    0.022762888      18.001969    0.025972739
            1.8      17.615951     0.02440954       15.93169    0.023521789      19.627599    0.026461637
              2      19.448503    0.026019967      17.436827    0.024848938      21.843578     0.02912475
            2.2       21.79562    0.027388552       19.35591    0.025459452      24.701281    0.032703232
            2.4      24.832683    0.029426551      21.826451    0.027360848      28.424441    0.038989112
            2.6      28.793141    0.031049902      25.088088     0.03132014      33.254154    0.037096684
            2.8      33.336249    0.034816732        28.8146    0.034723228      38.865341    0.038679767
              3      33.498255    0.044595262      28.612782    0.047255718      39.616139    0.043735055
            3.2      15.091593    0.030862705      12.777432    0.031918852      17.965464    0.030013611
            3.4      7.7814482    0.019121057      6.5347411    0.019531967      9.3246483     0.02006143
            3.6      4.4290223    0.014618039      3.6752867    0.014815992      5.3669803    0.015048701
            3.8      2.6400606     0.01130051      2.1600275    0.011549544      3.2403869    0.011860111
              4      1.6059019   0.0091184181      1.2964296   0.0092486299      1.9949362   0.0096209952
            4.2     0.98562561   0.0073730952     0.77070187    0.009068383      1.2413002   0.0085226079
            4.4     0.61306379   0.0065605312     0.46982331   0.0084288744     0.77909819   0.0065044449
            4.6     0.37950628   0.0063864081     0.27125639   0.0092234478      0.4919636   0.0061265385
            4.8     0.23061997   0.0086669666      0.1559912    0.011668483     0.30643186   0.0070466157
              5     0.23061997   0.0086669666      0.1559912    0.011668483     0.30643186   0.0070466157
