#  dphiHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      14.820441    0.023654369      13.860652    0.022887449      15.983649    0.024360643
            0.2       14.54162    0.023393313      13.584437    0.022634789      15.707818    0.024053385
            0.4      14.293581    0.023245597      13.313942    0.022710888      15.483916    0.024117434
            0.6      14.047133    0.023184263      13.028076    0.022936748      15.286404    0.023274688
            0.8      14.019028     0.02310674      12.940127    0.022788666      15.319207    0.024100954
              1      14.154877    0.023576878      12.989207    0.023222222      15.554971    0.024243347
            1.2      14.576107    0.023427783      13.291803    0.022581333      16.112563     0.02465756
            1.4       15.27681    0.023424528      13.825766    0.022588942      17.006375    0.025002753
            1.6      16.344497    0.023254484       14.66924    0.022566882      18.338876    0.025781918
            1.8      17.855396     0.02455483      15.880215    0.024092347       20.20445    0.027164104
              2      19.887876     0.02790797      17.510619    0.027679847       22.71991    0.031966716
            2.2      22.705744    0.028798953      19.842258    0.026902659      26.120061    0.035976354
            2.4      26.275756    0.031691157      22.760861    0.030432894      30.492035    0.036722821
            2.6      30.755428     0.03201129      26.459941    0.030389453      35.975062    0.039302822
            2.8      35.005195    0.037047992      29.851766    0.037483761      41.422421    0.040766946
              3      25.673713      0.0468694      21.454404    0.067284028      30.898479    0.042892608
            3.2      25.673713      0.0468694      21.454404    0.067284028      30.898479    0.042892608
