#   R_yHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.9103821    0.010503967      2.7433565     0.01004514      3.1107055    0.011007642
            0.2      7.9481808    0.018167585       7.489491    0.017500614      8.5080705    0.018558291
            0.4      11.504899    0.020636414      10.817646    0.020057553      12.349317    0.021254962
            0.6      13.671112    0.023683494      12.797439    0.023305244      14.742192     0.02363404
            0.8      14.787453    0.022510319      13.773041    0.021743128      16.015395     0.02354158
              1      15.426583    0.023563252      14.280594    0.022772397      16.810892    0.024995888
            1.2      15.854462    0.023522223      14.572062    0.022613619      17.395915    0.024869026
            1.4      16.286363    0.024660127      14.863099    0.023935232      17.988085    0.025848029
            1.6      16.970677    0.025351293      15.360764    0.025062169      18.892766    0.026511423
            1.8      18.103137    0.024957543      16.245326    0.024502944      20.324368    0.027487025
              2      19.673887    0.028332794      17.484128    0.028378429      22.288768    0.031492768
            2.2       21.95054    0.028264011      19.350075    0.026757024      25.055582    0.034746715
            2.4      25.012653    0.031174191      21.854604    0.030176641      28.803566    0.035493028
            2.6      28.959916    0.030873105      25.071832    0.028949225       33.65947    0.038706057
            2.8      33.430989    0.034272741      28.716267    0.033237366      39.228921    0.039644595
              3      32.419231    0.045269707       27.51654    0.049483925      38.603139    0.042736869
            3.2      9.7987489    0.025913971      8.1040152    0.028482793      11.910093    0.026055225
            3.4      3.3494154     0.01437142      2.7133889      0.0151273      4.1366523    0.014591576
            3.6      1.2941453   0.0096734062      1.0207988   0.0096947556      1.6333532    0.010390452
            3.8     0.52477241   0.0080882554     0.39829275     0.00978178     0.68405207   0.0065019573
              4     0.21389126   0.0038055388     0.15927401   0.0039137445     0.28406627   0.0039587473
            4.2    0.088833273   0.0027370015    0.063807692   0.0027737776     0.12120112   0.0028060305
            4.4    0.034118188   0.0015810171    0.022748656   0.0016338822    0.048338008   0.0016263911
            4.6    0.013527742   0.0010805148   0.0084397863   0.0011278709    0.020060139   0.0010917182
            4.8   0.0036258129   0.0010892507   0.0011222467   0.0011824038    0.007186966  0.00097976937
              5   0.0036258129   0.0010892507   0.0011222467   0.0011824038    0.007186966  0.00097976937
