# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0              0              0              0              0              0              0
            0.2              0              0              0              0              0              0
            0.4              0              0              0              0              0              0
            0.6              0              0              0              0              0              0
            0.8              0              0              0              0              0              0
              1              0              0              0              0              0              0
            1.2              0              0              0              0              0              0
            1.4              0              0              0              0              0              0
            1.6              0              0              0              0              0              0
            1.8              0              0              0              0              0              0
              2              0              0              0              0              0              0
            2.2              0              0              0              0              0              0
            2.4              0              0              0              0              0              0
            2.6              0              0              0              0              0              0
            2.8              0              0              0              0              0              0
              3      88.558036    0.060763062      77.033431    0.063361437      102.49006    0.063605911
            3.2      96.670757    0.058516087       84.91283    0.058901278      111.01789    0.064274425
            3.4      48.233605    0.040364664      43.024637    0.040271483      54.614026    0.044512607
            3.6      27.331329    0.032400901      24.657256    0.032123858      30.623797    0.034367216
            3.8      16.245887    0.024438266      14.815069      0.0244694      18.009674    0.025375213
              4      10.090646    0.019319332      9.2749405    0.019145487       11.10001    0.020007829
            4.2      6.5707645    0.014666847      6.0909133    0.014031284      7.1598999    0.015794183
            4.4      4.4185277     0.01204509      4.1222841    0.011622281      4.7801718    0.012786794
            4.6      3.0776243    0.010198702      2.8874361   0.0099754054      3.3089993    0.010730647
            4.8      2.2066451   0.0081912367      2.0844391   0.0079342689      2.3520954   0.0086178459
              5      2.2066451   0.0081912367      2.0844391   0.0079342689      2.3520954   0.0086178459
