#  detaHiggstop        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.23480812   0.0055569993     0.16695324   0.0076644817     0.30023184   0.0046866705
           -3.8     0.33031407   0.0075793087     0.23705942    0.011266842     0.42151268   0.0061004514
           -3.6     0.47448827    0.005328417     0.36350002   0.0070324487     0.58770901   0.0052407122
           -3.4     0.66161161   0.0073181177     0.51518189   0.0099118506     0.81463958   0.0068080377
           -3.2     0.91496595   0.0078395629     0.73620148    0.010486134      1.1159389   0.0075658708
             -3       1.255731    0.013618003      1.0226825    0.019126504      1.5218777    0.011970612
           -2.8      1.7023998    0.010701255       1.432592    0.014335949      2.0286182   0.0097549444
           -2.6        2.28626    0.010196704      1.9423687    0.010557245      2.7136135     0.01074757
           -2.4      3.0490451    0.011329747      2.6154403     0.01132655      3.5844056     0.01189539
           -2.2      3.9901036     0.01345848      3.4462126    0.013849738      4.6619998     0.01364122
             -2      5.1726576    0.014652206      4.4876709    0.014975633      6.0097739    0.015411191
           -1.8      6.6388742    0.018275051      5.7987861    0.020483491      7.6651138    0.019809193
           -1.6      8.3289163    0.019204317      7.3257881     0.01902183      9.5553847    0.019940024
           -1.4      10.366066    0.019697099      9.1663288    0.019117481      11.824029    0.021802503
           -1.2      12.637675    0.021549605      11.223047    0.020278108      14.349688    0.026525317
             -1      15.040452    0.023224307      13.410268    0.022376321      17.016111    0.026129889
           -0.8      17.491019    0.026044843      15.662095    0.024729879      19.711407    0.030239339
           -0.6      19.696343    0.026814671      17.687414    0.025423555      22.132716    0.032716336
           -0.4      21.432987    0.032278647      19.286612    0.034261336      24.038783    0.032224725
           -0.2      22.435227    0.028347984      20.218224    0.027407338      25.125765     0.03121416
              0      22.460987    0.028464385      20.239525      0.0276744      25.159399    0.031497244
            0.2      21.447158    0.028344901      19.288649    0.027229426      24.069013    0.031465564
            0.4      19.714066    0.026742874       17.68448    0.026441759      22.181182    0.029382117
            0.6      17.441135    0.026245808      15.591238    0.026237479      19.686878    0.027854372
            0.8      15.037225    0.025446783      13.394061    0.025391178      17.036845    0.026144333
              1      12.668212    0.021811427      11.238702    0.021153332      14.405507    0.024593088
            1.2      10.397189    0.019453215      9.1781835    0.019104327      11.877002    0.021745105
            1.4      8.4125058    0.017746046      7.3944247    0.017333508      9.6471638    0.019171445
            1.6      6.6787938    0.015762933      5.8422116     0.01564732      7.6947052    0.017165298
            1.8      5.2599638    0.014357742      4.5843612    0.014597478       6.078733    0.015341477
              2      4.0503529     0.01360605       3.506967    0.014295124      4.7120291    0.013710112
            2.2      3.1277066    0.012144067      2.6990791    0.012846569      3.6473781    0.011957565
            2.4       2.369906    0.011710152      2.0321306     0.01308195      2.7823281    0.010769262
            2.6      1.7932116   0.0089500377      1.5345416   0.0089986313      2.1067514   0.0093054244
            2.8      1.3333621   0.0075614429      1.1348945   0.0073756603      1.5734475    0.008280076
              3     0.96447307   0.0094883768     0.81284334    0.010233076      1.1504942   0.0083125348
            3.2     0.71700223    0.006044379     0.60366346   0.0060249661     0.85573604   0.0061268034
            3.4     0.51280236   0.0053427659     0.42848467   0.0054111614     0.61559415   0.0054244714
            3.6     0.37425094   0.0085556281     0.31161819     0.00843027     0.45059061   0.0077442773
            3.8     0.25854746   0.0052270918      0.2097263   0.0073238647     0.31643817   0.0046855326
              4     0.25854746   0.0052270918      0.2097263   0.0073238647     0.31643817   0.0046855326
