#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4     0.37434036   0.0036601118     0.35599918   0.0035823558     0.39303587   0.0037773927
           -3.8     0.54706826   0.0044503851     0.51644831   0.0044362494     0.57872917   0.0045875829
           -3.6     0.80813732   0.0058749691     0.75863214   0.0060951103     0.86064284   0.0061040156
           -3.4      1.1577155   0.0065475803      1.0764105    0.007612151      1.2504948   0.0076195831
           -3.2      1.6273796   0.0078335113      1.5088829   0.0082257846        1.76928   0.0082759216
             -3      2.2680214   0.0093164951      2.0977696    0.010287401      2.4877776   0.0096464038
           -2.8      3.0911037     0.01044714      2.8433635    0.010172763      3.4179072    0.011174134
           -2.6      4.1076418     0.01255472      3.7419632    0.012376516      4.5892581    0.014102001
           -2.4        5.33208    0.015703771      4.8193517    0.015214319      6.0045282    0.017017706
           -2.2      6.7214237    0.016892462      6.0374734    0.016984085      7.6070395     0.01806164
             -2       8.218123    0.019154827      7.3533235     0.01931686      9.3187468     0.02009553
           -1.8      9.7251866    0.021255294      8.6455403    0.021096881      11.085863    0.023362874
           -1.6      11.106758    0.021220531      9.8482871    0.022459812      12.668529    0.023978665
           -1.4      12.418607    0.023476636      10.976936    0.023536074      14.184163     0.02450889
           -1.2      13.407539    0.027582275      11.823213    0.030183403      15.325559    0.026793428
             -1       14.18838    0.023533052      12.508262    0.022993978      16.198709    0.025560841
           -0.8      14.627469    0.025972353      12.854507    0.026633657      16.734092     0.02708086
           -0.6      14.914479    0.024081832      13.110912    0.023591484      17.039933    0.025871702
           -0.4      14.998939    0.024018057      13.175825    0.022951079      17.143615    0.026447662
           -0.2      15.036094    0.024872153      13.194508    0.024366033      17.201989    0.027310584
              0      14.981527    0.025857548      13.133062    0.025240051      17.151941    0.030580237
            0.2      14.988678    0.024396763      13.156532    0.024406065      17.146637    0.026095098
            0.4      14.896126    0.024332385      13.081727    0.023078277      17.042108     0.02933421
            0.6      14.570504    0.024010976      12.813506    0.023784963      16.661332    0.025603667
            0.8       14.10593    0.023305644      12.409529    0.023333111      16.140394    0.025129958
              1      13.308432    0.022913873      11.733557    0.022627071      15.220982    0.025091283
            1.2      12.363417    0.021300779      10.938997    0.020640021       14.11007    0.023697887
            1.4      11.027884    0.022684326      9.7791692    0.022747028      12.582848    0.023687956
            1.6      9.6503256    0.019155078      8.5890335    0.018957562      10.987444    0.021262459
            1.8      8.1759087    0.017454709       7.308384    0.017093081      9.2851753    0.019211112
              2      6.7019746     0.01557092      6.0354311     0.01525919      7.5621772    0.016945813
            2.2      5.2799562    0.018706633      4.7766043    0.019100697      5.9463575    0.017317881
            2.4      4.0923519    0.012952436      3.7340431    0.013282728      4.5661847    0.013890517
            2.6      3.0836682    0.011115002      2.8319825    0.012788159      3.4137192    0.011731659
            2.8      2.2526932   0.0094043918      2.0742517    0.011587897       2.471736   0.0094358817
              3      1.6203951   0.0080223389      1.5009239   0.0091843072      1.7599337    0.008150478
            3.2      1.1453802   0.0063613315      1.0702532    0.006367042      1.2297863   0.0066654541
            3.4     0.80227509   0.0054726384     0.75346877   0.0054471607     0.85413253   0.0057062353
            3.6      0.5531504    0.004440172     0.52177528   0.0043855818      0.5846537   0.0046133515
            3.8     0.38047544   0.0037651644     0.36098687   0.0038642359     0.39991128   0.0038455423
              4     0.38047544   0.0037651644     0.36098687   0.0038642359     0.39991128   0.0038455423
