#      etaHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4       4.212169     0.18742318      4.1897084     0.18623367       4.232461     0.18790234
           -3.8       5.770606     0.21510194      5.7496148     0.21428333      5.8089798     0.21600369
           -3.6      7.5837048     0.62622333      7.5609304     0.62583334      7.6793525     0.59816918
           -3.4      11.246258     0.31559238      11.126655      0.3075883       11.29756     0.31726452
           -3.2       16.78022     0.36613183      16.594565     0.36405287      16.856435     0.36782322
             -3      22.353183     0.44154141      22.191376     0.43752238      30.728344      8.6890777
           -2.8      30.348262     0.50382597      29.549433     0.52821923      30.505554     0.50688634
           -2.6      37.366452     0.54280003      36.767896     0.53581011      37.928103     0.82730085
           -2.4      47.940913     0.76712413      46.867408     0.74948641      48.182795     0.77417719
           -2.2      57.697519     0.76643451      54.973631      1.0966065      57.955524     0.75290201
             -2      67.466269     0.75315901      60.224783      4.8667434      67.825563     0.75829214
           -1.8      77.788872     0.79529995      75.233204     0.77808472      78.177931      0.8001602
           -1.6      87.582621     0.86802193      83.644454      2.4912316      88.018518     0.87309618
           -1.4      94.138288      0.9712397      90.219223     0.93952053      94.599683     0.97914792
           -1.2      99.756543     0.86809238      90.809219      3.1124267      100.24885     0.87227924
             -1      98.482195       4.043319      97.239713      5.7996926      99.637389      2.5162344
           -0.8      102.49919     0.87987946      96.963147     0.84844432      102.97673     0.88395997
           -0.6      105.07559     0.88986852      98.861574     0.88247855        105.567     0.89436052
           -0.4      105.43978     0.89283624      99.517999     0.85849741      105.92269     0.89766119
           -0.2      104.70987     0.89706415      99.090603      1.9165859      105.22112     0.90569655
              0      105.54584     0.88320673      99.573233     0.88999197       106.0206     0.88678204
            0.2      104.46934     0.88156396      98.420614     0.85815961      104.93264     0.88522128
            0.4      103.40777      0.8787714      97.655138      0.8608608      103.90785      0.8836078
            0.6      104.55548     0.89486975      99.117667     0.87084861      105.07539     0.90423793
            0.8      101.25832     0.88284185      96.848882     0.99673276      101.74516     0.88687989
              1      98.863393     0.89079599      94.413375     0.84710841      98.970345     0.91358096
            1.2      94.943443     0.96939281      91.220597     0.93071571      95.428233     0.97715604
            1.4      86.956738     0.85185846      83.862501       0.873814      87.392356     0.85662108
            1.6      78.886449     0.80789791      75.058494      1.4439987      79.282794     0.81172754
            1.8      68.690911     0.72261127      66.738517     0.70920656      69.045396        0.72673
              2      57.002231     0.67256728      55.647427     0.65684378      58.122558      1.7193201
            2.2      49.036421     0.63799623        48.1637     0.61997371      54.986279      7.1609236
            2.4      39.260479     0.59962755      38.375366     0.56665176      39.461458     0.60226324
            2.6      29.032076     0.47817614      28.520815     0.47290265      29.176209      0.4802107
            2.8      22.529335     0.43762495      22.142577     0.42878196      22.643361     0.43983097
              3      16.473608     0.37255183      16.263252     0.37332075      16.557024      0.3744395
            3.2      12.317613     0.30821937      12.234277     0.30652843      12.387847     0.30987444
            3.4      8.3486039     0.27505547      8.2766242     0.27911223      8.3834808     0.27595258
            3.6      5.1286663      0.6258277      5.1250928     0.61560649      5.2244188     0.55326085
            3.8      4.0599054     0.18030845      4.0393738     0.17939597      5.5374639      1.4700246
              4      4.0599054     0.18030845      4.0393738     0.17939597      5.5374639      1.4700246
