#      R_yttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      6.6457039      0.4080573      5.8916592     0.34848621      7.3061694     0.55079235
            0.2      16.286454     0.40595889      14.855431     0.38910142      16.509955     0.43793889
            0.4      25.336341     0.42953435      23.266104     0.46361751      25.437871     0.43291117
            0.6      33.713868     0.50555072      30.950393     0.54197234      33.797746     0.50859903
            0.8      40.963402     0.56021992      37.912226     0.58158554      46.313022      8.6971708
              1      49.651267     0.59612826      45.755788     0.60044204      49.719756     0.59739306
            1.2      57.253791      0.6433992      52.687569     0.61860418      57.324741     0.64491836
            1.4      67.257013     0.72861028      60.628516      1.3885509       67.34442     0.73030339
            1.6      79.923131      0.7663339      73.840423     0.83828798      80.050832     0.76801197
            1.8       97.35076      1.0327933      90.646949     0.98641202      97.527778      1.0434002
              2      123.69331      1.0435589       114.4538      1.2745646      123.97648      1.0340326
            2.2      160.36413      1.0847098      150.57432      1.0549601      160.86447      1.0877163
            2.4      213.28633      1.3494019      203.03491      1.2849757      214.16874      1.3568987
            2.6      290.80661      1.4912607      279.43131      1.4286011      292.28145      1.4985316
            2.8       386.9745      1.7668305      376.58002      1.7254538      389.33336        1.77744
              3      421.98387      4.3727307      420.81408       2.015595      429.50518      2.0109334
            3.2      169.43903      1.1478806      161.77997       4.934053      170.58167      1.1547951
            3.4      75.406676     0.78642691      72.835364      2.5792248      75.870387      0.7923934
            3.6      36.194585     0.61944473      35.548291     0.60792171      41.412852      7.2315079
            3.8      18.551635      0.3864199      18.134679     0.37495218      18.655954     0.38814753
              4      9.8398881     0.27550023      9.4176255     0.31514466      12.604027      2.1738033
            4.2      5.3479839     0.19795893         4.3543     0.84201114      7.8968879      2.6744985
            4.4      2.9270444     0.19854975      2.7803636     0.23097102      2.9400906     0.19927776
            4.6      1.5499823       0.109535      1.3811774     0.16817753      1.5575429     0.11017455
            4.8     0.76630363     0.10960456     -2.0707963      2.8078478     0.77069344     0.11152368
              5     0.76630363     0.10960456     -2.0707963      2.8078478     0.77069344     0.11152368
