# detaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
             -4      3.6735575     0.16134011      3.5472224     0.15827299      3.6868114     0.16176616
           -3.8      4.6771327     0.22493742      4.5347384     0.21420636      4.6982043     0.22681008
           -3.6       6.152881     0.22615618      5.9560012     0.21520018      6.1792875     0.22699751
           -3.4      8.2489322     0.24369612        7.97555     0.27309482        8.28285     0.24465714
           -3.2       10.54413     0.28010884      10.278768     0.27538648      10.592237      0.2813625
             -3      13.899719     0.35530671      13.550425     0.34529606      14.018976     0.37871678
           -2.8      17.617492     0.36188678       16.78418     0.54584783      17.694998     0.36321754
           -2.6      22.503006     0.41718006      21.851231     0.40909279      22.602721     0.41885424
           -2.4      27.870687     0.46689862      26.974979      0.4504862      27.999433     0.46880512
           -2.2       36.20512     0.53404667      33.709498      1.7020537      36.383756     0.53677234
             -2      44.110184     0.58980468       42.31545     0.58533926      44.340248     0.59512094
           -1.8      54.723646     0.69728033      51.246521      1.3821007       54.99307     0.70083323
           -1.6      67.553031     0.72963411      65.118486     0.71622745      67.878809     0.73312413
           -1.4      81.148503     0.78807545      77.034746       1.121792       84.86228      3.5160271
           -1.2      97.227014     0.87521421      92.059466      2.5023098      97.732893     0.88728849
             -1      111.56554      1.0475483      105.75263      1.3120036      112.07785      1.0411596
           -0.8      127.39104      1.0109017      121.63911     0.99053315      128.04181      1.0180974
           -0.6       140.9326      1.0796281       136.0915      1.0576729      144.12315      8.7573428
           -0.4      154.66733      1.1590539      147.05333      1.1246777      155.04726      1.1810126
           -0.2      159.23928       1.092695      151.49721      1.5626342      160.01934      1.0977841
              0      153.47895      4.1374511      149.87979       1.248838      154.46873      2.6638595
            0.2      152.46594      1.0863119      146.44613      1.0950521       153.2132      1.0920367
            0.4      139.44327      1.0373048      133.39055      1.0233016      140.15389      1.0460438
            0.6      129.29413      1.1575895       123.9692      1.1258436      129.92644      1.1622434
            0.8      112.15278     0.93884366      106.71907     0.93825213      112.69302     0.94324112
              1      94.031212     0.85384277      89.975792     0.84708629      94.486754     0.85815362
            1.2      80.014782     0.90266158      76.819746     0.87606502        80.4003     0.90969197
            1.4      66.553435      0.7305346      63.634023     0.70958445      66.882874     0.73499911
            1.6        54.9037     0.68075914       52.81674     0.66214391      55.168929     0.68449459
            1.8      44.144069     0.59838318       43.03594     0.58414774       49.72813      7.1576974
              2      36.522518     0.62794453      35.147493     0.55699385      36.694193     0.63279029
            2.2      28.795743     0.46483902      27.948807     0.45939008      29.274638      1.4316994
            2.4      23.094772     0.42839397      22.341086      0.4169445      23.207748     0.43113851
            2.6      17.827524     0.36097452      17.307871     0.35243248      17.903594      0.3624026
            2.8      13.964124     0.32409717      13.574702     0.31781386      14.027447     0.32539498
              3       10.71576     0.35346638      10.400221     0.32778736      10.767066     0.35603215
            3.2      8.3951598     0.25421804      8.1910384     0.24863102      8.4344523     0.25592241
            3.4      6.6840863     0.27728574      6.5368824     0.27741265      6.7125411     0.27892133
            3.6      4.8606522     0.18533324      4.7748871     0.18447874      4.8802521     0.18593089
            3.8      3.7979163     0.16233002      3.7466296     0.16141491      3.8597366     0.21235514
              4      3.7979163     0.16233002      3.7466296     0.16141491      3.8597366     0.21235514
