#        pttbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.18790645   0.0059211144     0.18361665   0.0056367547     0.20005017    0.014632895
             10     0.56856526    0.010054053     0.52632024    0.034240483     0.57161075    0.010299775
             20      0.9048202    0.012039523     0.88218439    0.011734876      1.0962913     0.24460599
             30      1.2615958    0.014749617      1.2149764    0.014695607      1.2739363    0.035214067
             40      1.5484676    0.017553372        1.46643    0.023465271      1.5544222    0.017356847
             50      1.7652841    0.024171545      1.6314627    0.062779873      1.7873818    0.058437493
             60      1.9834217    0.017958463      1.9161103    0.017561621      1.9920323    0.018055019
             70      2.1300176     0.01818512      2.0493687    0.018049665      2.1402342    0.018325815
             80      2.2146862    0.018438647      2.1327117    0.018056523      2.2248169    0.018521996
             90      2.2835901    0.020710143      2.1979489    0.020097129      2.2941431    0.020849764
            100      2.2627731    0.018678121       2.161264    0.029395854      2.2734604     0.01877525
            110      2.2297902    0.018170428      2.1444409    0.017987412      2.2406054    0.018245739
            120      2.1840898    0.018470115      2.0869211    0.050032017       2.194814    0.018548913
            130      2.1451535    0.018452142      2.0569125    0.018259173      2.1560384     0.01854133
            140      2.0391886    0.017653553      1.9546922    0.017113513      2.0498771    0.017739997
            150      1.9205384    0.017446472      1.8377312    0.017032894      1.9303695    0.017521594
            160      1.7658786    0.016570324      1.6802426    0.017603117      1.7753381    0.016652659
            170      1.7077704    0.018138701      1.6304653    0.017265859      1.7170777    0.018285168
            180      1.5608088    0.015435699      1.4929621    0.014837435       1.569144    0.015513574
            190      1.4434515    0.016517962      1.3691654    0.016250166      1.4441417    0.017039161
            200      1.3010142    0.013952654      1.2349398    0.013987551       1.308132    0.014015554
            210      1.2335039     0.01419686      1.1730675    0.013868635      1.2401463    0.014287341
            220      1.0715555    0.012812855      1.0186177    0.012362086      1.0773642    0.012874527
            230      1.0146975    0.012453105     0.96369382     0.01212134      1.0200924    0.012520477
            240     0.84003548     0.07976786        0.80912     0.11519127     0.88829709    0.029726478
            250     0.81348814    0.012783141     0.76816952    0.011253343     0.81769462    0.012887768
            260     0.72769351    0.011668483     0.65980201    0.026445123     0.73155892    0.011739544
            270     0.67865886    0.010189749     0.63775695    0.010095861     0.68217267    0.010240081
            280     0.58321035   0.0094803284     0.55458564    0.009190194     0.58611605   0.0095204097
            290     0.55731038   0.0099847649     0.52165609    0.010368278     0.56008419    0.010046653
