#R_etaHiggstbar        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      13.821765     0.31419835      12.696068      1.0687848      13.995227     0.32168407
            0.2      39.131312      0.5315214      38.720881     0.54048782      39.404248     0.54911703
            0.4      59.325364     0.65637964      58.353404     0.67030356      59.637456     0.65957518
            0.6      76.008668     0.75749774      74.569978     0.90152676      76.414632     0.76141628
            0.8      89.104048     0.81254062       87.66546     0.80849743      95.960478      8.7154296
              1      99.761929     0.85832018      97.447112     0.84419978      100.25736     0.86187489
            1.2       108.1871      0.8959842       105.2518     0.89541863      108.71863     0.90009584
            1.4      116.46275      1.1572088      111.09995      1.6262741      117.53452      3.3851654
            1.6      128.03576      1.0857058      124.08331       1.062626      128.63284      1.0927354
            1.8      135.79872     0.99872494      131.39579     0.97730759      136.42269       1.002706
              2      150.52996      1.1524013      145.05975      1.1202462      151.23284       1.159441
            2.2       166.3134      1.2608519      159.94823       1.203364      167.06891      1.2728571
            2.4       189.4873      1.2738318      180.58419      1.2596306      190.35647      1.2814105
            2.6      211.17277      1.2828097      200.73338      1.2502492      212.15162      1.2887057
            2.8      244.32697      1.4548273      228.19932      1.8482308      245.58855      1.4708959
              3      243.94233      4.1939339      231.49109      1.3908842      244.27654      2.7486147
            3.2      120.40006     0.98935916      114.42866     0.99172533      121.04502      1.0013321
            3.4      68.577962     0.76070762      65.349348     0.74197919      68.921702     0.76601394
            3.6      43.140803     0.57199148      41.415797     0.55363952      43.339227     0.57438342
            3.8      28.888107     0.48974451      27.925126     0.49093765      29.207897      1.4384027
              4      18.661203     0.37139439      18.060722     0.36062895      18.742274     0.37272145
            4.2      12.662532     0.30398368      12.267196     0.35366902      12.718807     0.30526916
            4.4      8.6439739     0.30640778      8.3710425     0.32941031      8.6802831     0.30804481
            4.6      6.2042624     0.22565202      3.2708653      2.8145411      6.2292805     0.22632191
            4.8      4.2669659     0.18105795      3.7076443     0.51502127      4.2860189     0.18175956
              5      4.2669659     0.18105795      3.7076443     0.51502127      4.2860189     0.18175956
