# R_etattbarHig        central        num_err    min (scale)        num_err    max (scale)        num_err
# gs
              0      3.4037945     0.13701936       3.403036      0.1369845      3.4783871     0.15607559
            0.2      9.1518998     0.22791086      9.1496473     0.22783291      9.1743891     0.22936244
            0.4      14.845394     0.28848065      14.841535     0.28833709      14.882206     0.28884536
            0.6      19.910965     0.33724612      19.905081     0.33709131      28.563018      8.6847738
            0.8      23.893503     0.36997746      23.884216     0.36976296      23.938653     0.37087709
              1      28.473364     0.40661202      28.460534     0.40638667      28.566393     0.40860922
            1.2      33.895995     0.44010968      33.877567     0.43988293      34.031644     0.44262821
            1.4      38.680599     0.47640332        36.5572      2.3816213      38.810402     0.47820913
            1.6      45.938967     0.52175633      45.895093     0.52109811      46.199152     0.52541154
            1.8       54.40311     0.58842195      53.579964      1.0087817      57.396761      2.7329007
              2      65.878552     0.64085683      65.773143     0.63961121      66.391911     0.64694377
            2.2      84.795853      0.8698993       84.61692     0.86574962      85.515975     0.88200571
            2.4      112.88688     0.86702295      112.50762     0.86639632      113.84942     0.89807884
            2.6      169.43386      1.1186612      164.99914      3.0173356      170.63091      1.1907639
            2.8      289.16647      1.4685489      281.39875      1.4377133      290.82067      1.4849453
              3      562.37557      4.5229777      512.67953       5.330001      563.26831      6.1495543
            3.2       326.2965      1.8419271      301.47952       2.155765      328.19161      1.8531607
            3.4      180.10691      1.2146737      171.68056       1.308857      181.12803       1.220342
            3.6      107.62882     0.95892938      103.62679      1.2018807      108.25634     0.96345429
            3.8      68.276063     0.82846702      65.033464      1.2865736      68.822585      1.6640953
              4      45.023533      0.6135464      43.829335     0.60138214      45.331304     0.62156155
            4.2      30.345407     0.51280168      29.895514     0.51372009      30.545077     0.51607456
            4.4      21.373118     0.41223722      21.279427     0.41075105      28.214731      7.1454244
            4.6      15.137608     0.35373799      14.909589     0.35922097      15.299065     0.36375551
            4.8      11.090886     0.29572039      9.6149631      1.6477555      11.190956      0.3034077
              5      11.090886     0.29572039      9.6149631      1.6477555      11.190956      0.3034077
