#       ptHiggs        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.39939885   0.0079002861     0.39864042   0.0078772249     0.55527291     0.17451697
             10      1.1351872    0.013300186      1.1324204    0.013272124      1.2749181       0.143294
             20      1.8275229    0.016625453      1.8216688    0.016579409      1.8492988    0.016802427
             30      2.4303531    0.019682315      2.2652781     0.11292783      2.4481237    0.049421764
             40      2.7957528    0.021777402      2.7748484    0.021843556      2.8471052    0.025609136
             50      3.0325249    0.023635843      3.0074939    0.023380268      3.0688183    0.024235727
             60       3.100784    0.024777577      3.0697211    0.024415345      3.1311971    0.025322774
             70      3.1133143     0.02279229      3.0765253    0.022703931      3.1386392    0.023178443
             80       3.017129    0.024636598      2.9612475    0.023933553      3.0352621    0.024934873
             90      2.8773039    0.021692294      2.8233715    0.023146851      2.8948073    0.021959526
            100      2.6535893    0.020458955      2.5976658    0.020491336      2.6674901    0.020568638
            110      2.3958813    0.018809503      2.3391434    0.021114974      2.4076012    0.018890838
            120      2.1904753    0.018180229      2.1226755    0.017984956       2.200571    0.018262476
            130      1.9726528    0.017218325      1.8923473    0.050148966      1.9810612    0.017285473
            140      1.6968601    0.081357861       1.661231     0.11638013      1.7189459    0.018160214
            150      1.5286796    0.015672654      1.4560428    0.014917427      1.5343525    0.015727402
            160      1.3888295    0.014406412      1.3214518    0.013840801      1.3936782     0.01445545
            170      1.2144322    0.015416741      1.1278116    0.022681196      1.2177385    0.015130082
            180      1.0791268    0.012728847      1.0109199    0.012228955      1.0823088    0.012764744
            190     0.92903591    0.011893009     0.84396579    0.023303276     0.93163587    0.011925421
            200     0.80170988    0.011393864     0.73938942    0.010588324     0.80382581    0.011418002
            210     0.71703818    0.010543096     0.66163591   0.0099597954     0.71875696    0.010568552
            220     0.63400749    0.010066578     0.57672184   0.0096258727     0.63541273    0.010085998
            230     0.54404009   0.0097045277     0.48923628   0.0087662179      0.5451833   0.0097351019
            240     0.46411476   0.0085018741     0.41744161   0.0078794296     0.46497042   0.0085166435
            250     0.42566927     0.00827636     0.38242503   0.0084887734     0.42646607   0.0082909796
            260     0.38484164   0.0079670264     0.32661699    0.010246802     0.38555995   0.0079938064
            270      0.3323478   0.0070449348     0.28960851   0.0074678685     0.33288719    0.007056511
            280     0.29108108   0.0067354673     0.25352326   0.0061712178     0.29149256   0.0067444371
            290     0.26331335    0.006798124     0.21312004   0.0074908088     0.26381531   0.0068207507
            300     0.24257119   0.0070200986     0.20129646   0.0058902568     0.24295877   0.0070402315
            310     0.20988364   0.0058576949     0.17810451   0.0051202563     0.21016973   0.0058681356
            320     0.19203284   0.0055637498     0.16098854   0.0050105858     0.19225513   0.0055677444
            330     0.14874676   0.0047065342      0.1204111   0.0051445725     0.14891565   0.0047133864
            340     0.13917723   0.0046088038     0.11555949   0.0041047372     0.13933946   0.0046143389
            350     0.12530124   0.0043104815     0.10126765   0.0037766449      0.1254365   0.0043149087
            360     0.11036769   0.0042098614    0.088117134   0.0038254129     0.11047841   0.0042138714
            370     0.10123656   0.0040337885    0.081434521   0.0034405573     0.10133787    0.004037711
            380    0.092328715   0.0036018701    0.068613698   0.0045356639    0.092435494   0.0036070769
            390    0.081443888   0.0035104212    0.063251403   0.0031661605    0.081512133   0.0035125641
            400    0.077314095   0.0033912043    0.059614979   0.0035848616    0.077366542   0.0033963467
            410    0.063316646   0.0030580162    0.046810189   0.0027782991    0.063369321   0.0030603601
            420    0.060638423   0.0029775931     0.04282966   0.0041086121    0.060687117   0.0029803593
            430    0.054592079   0.0034095252    0.032301746   0.0050655703     0.05462755   0.0034127058
            440    0.045706243   0.0051210155   0.0056230666    0.024462068    0.045791921   0.0051688149
            450    0.045953429   0.0032991849    0.027806058   0.0066226279    0.045991268   0.0033096621
            460    0.039103833   0.0023700217    0.025931114   0.0021535356    0.039133276    0.002371591
            470    0.036234239   0.0023637001    0.020391612    0.004341402    0.036253267   0.0023641259
            480    0.032535567   0.0022274713    0.022222923   0.0019286892    0.032558913    0.002229476
            490    0.028618592   0.0020350705    0.021815926   0.0018809578    0.028631701     0.00203593
            500    0.024704302       0.001878    0.017394829   0.0015676069    0.024715853   0.0018788367
            510    0.022718884   0.0019131743    0.014245469   0.0018768554    0.022723892   0.0019124173
            520    0.020360549   0.0017355699    0.014718133   0.0016988782    0.020371174   0.0017366221
            530    0.015677183   0.0015587149    0.010372527   0.0013755258    0.015684137    0.001559332
            540    0.017496262   0.0015789827    0.012261243   0.0013745033    0.017501521   0.0015793867
            550     0.01816804   0.0016992171    0.011358995   0.0014248875    0.018176461   0.0017003507
            560    0.014547965   0.0015059701   0.0097198509   0.0013360396    0.014553828   0.0015064982
            570    0.011664054   0.0014145779   0.0048725995   0.0017749885    0.011671707   0.0014157043
            580    0.010758849   0.0012722076   0.0059992259   0.0013227353    0.010762649   0.0012727172
            590    0.010337151   0.0012096832   0.0071164798   0.0010014861    0.010339225   0.0012099157
            600   0.0092917544    0.001200853   0.0049908397   0.0014414825   0.0092940087   0.0012010749
            610   0.0096267218   0.0011383552   0.0067078479  0.00095440721   0.0096290058   0.0011385931
            620   0.0069077023   0.0010387277   0.0022294823   0.0016442061   0.0069118108   0.0010391081
            630   0.0060916438    0.001083017   0.0044501056  0.00094156364   0.0060921088   0.0010829518
            640   0.0067348309   0.0010502896   0.0031286363   0.0009666472   0.0067390711   0.0010509564
            650    0.005720007  0.00092124616   0.0010438147   0.0025449261   0.0057227912  0.00092192952
            660   0.0041174214  0.00079960748   0.0022353807  0.00075901284     0.00411826  0.00079971402
            670   0.0046520474  0.00079585572   0.0023327784  0.00063889343   0.0046532316  0.00079606228
            680   0.0052916825  0.00083880286   0.0051686539   0.0015145039   0.0052921544  0.00083885357
            690   0.0037391859   0.0009527744   0.0016677479  0.00067907987   0.0037403333  0.00095341779
            700   0.0032288211  0.00075932369   0.0015363742  0.00078685378   0.0032295544  0.00075949607
            710   0.0039716912  0.00075584487   0.0024038993  0.00077463313   0.0039721123  0.00075589975
            720   0.0031540017  0.00073498015  0.00023347631  0.00098992693    0.003154093  0.00073494284
            730   0.0027972035  0.00060571613   0.0017045912  0.00069467205   0.0027974877  0.00060579292
            740   0.0031374053  0.00067733785   0.0005013665  0.00075184053    0.003137814   0.0006774282
            750   0.0014483719  0.00055422396 -5.4698093e-05  0.00060518979    0.001448914  0.00055428525
            760   0.0033226719  0.00066508532   0.0016910658  0.00052163641   0.0033232053  0.00066520325
            770   0.0024336509  0.00060151895   0.0013850421  0.00052990017   0.0024339368  0.00060157501
            780    0.002303814   0.0006420916 -0.00035958805  0.00089508045   0.0023044684  0.00064222844
            790   0.0017767333  0.00049667505   0.0012485842  0.00043983314   0.0017768246  0.00049670293
            800   0.0017767333  0.00049667505   0.0012485842  0.00043983314   0.0017768246  0.00049670293
